label	status	started_utc	finished_utc	command	stdout	stderr
persistent_preferred	0	2026-08-03T07:07:42Z	2026-08-03T07:07:42Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package' 'persistent-preferred-activities'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/persistent_preferred.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/persistent_preferred.stderr.txt
home_resolve_cmd	0	2026-08-03T07:07:42Z	2026-08-03T07:07:42Z	adb -s 'G001LT0511550CFT' 'shell' 'cmd' 'package' 'resolve-activity' '--brief' '-a' 'android.intent.action.MAIN' '-c' 'android.intent.category.HOME' '--user' '0'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/home_resolve_cmd.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/home_resolve_cmd.stderr.txt
home_resolve_pm	0	2026-08-03T07:07:42Z	2026-08-03T07:07:42Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'resolve-activity' '-a' 'android.intent.action.MAIN' '-c' 'android.intent.category.HOME' '--user' '0'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/home_resolve_pm.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/home_resolve_pm.stderr.txt
home_query_cmd	0	2026-08-03T07:07:42Z	2026-08-03T07:07:42Z	adb -s 'G001LT0511550CFT' 'shell' 'cmd' 'package' 'query-activities' '-a' 'android.intent.action.MAIN' '-c' 'android.intent.category.HOME' '--user' '0'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/home_query_cmd.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/home_query_cmd.stderr.txt
home_query_pm	0	2026-08-03T07:07:42Z	2026-08-03T07:07:42Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'query-activities' '-a' 'android.intent.action.MAIN' '-c' 'android.intent.category.HOME' '--user' '0'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/home_query_pm.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/home_query_pm.stderr.txt
activity_activities	0	2026-08-03T07:07:42Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'activity' 'activities'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/dumpsys_activity_activities.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/dumpsys_activity_activities.stderr.txt
activity_recents	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'activity' 'recents'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/dumpsys_activity_recents.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/dumpsys_activity_recents.stderr.txt
window_windows	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'window' 'windows'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/dumpsys_window_windows.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/dumpsys_window_windows.stderr.txt
input_state	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'input'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/dumpsys_input.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/dumpsys_input.stderr.txt
device_policy	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'device_policy'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/dumpsys_device_policy.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/dumpsys_device_policy.stderr.txt
service_list	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'service' 'list'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/service_list.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/service_list.stderr.txt
dumpsys_services	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' '-l'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/dumpsys_services.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/dumpsys_services.stderr.txt
process_list	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'ps' '-A' '-o' 'USER,PID,PPID,NAME,ARGS'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/process_list.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/process_list.stderr.txt
mount	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'mount'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/mount_info.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/mount_info.stderr.txt
proc_mounts	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'cat' '/proc/mounts'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/mount_proc.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/mount_proc.stderr.txt
security_getenforce	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'getenforce'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/security_getenforce.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/security_getenforce.stderr.txt
security_id	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'id'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/security_id.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/security_id.stderr.txt
security_proc_version	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'cat' '/proc/version'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/security_proc_version.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/security_proc_version.stderr.txt
security_uname	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'uname' '-a'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/security_uname.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/device/baseline/PHASE3B-BASELINE-20260803-02/security_uname.stderr.txt
overlays	0	2026-08-03T07:07:43Z	2026-08-03T07:07:43Z	adb -s 'G001LT0511550CFT' 'shell' 'cmd' 'overlay' 'list'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/overlay_list.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/overlay_list.stderr.txt
home_role_holders	20	2026-08-03T07:07:43Z	2026-08-03T07:07:44Z	adb -s 'G001LT0511550CFT' 'shell' 'cmd' 'role' 'get-role-holders' 'android.app.role.HOME' '--user' '0'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/home_role_holders.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/home_role_holders.stderr.txt
current_user	0	2026-08-03T07:07:44Z	2026-08-03T07:07:44Z	adb -s 'G001LT0511550CFT' 'shell' 'am' 'get-current-user'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/current_user.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/current_user.stderr.txt
user_dump	0	2026-08-03T07:07:44Z	2026-08-03T07:07:44Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'user'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/user_dump.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/user_dump.stderr.txt
settings_secure	0	2026-08-03T07:07:44Z	2026-08-03T07:07:44Z	adb -s 'G001LT0511550CFT' 'shell' 'settings' 'list' 'secure'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/settings_secure.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/settings_secure.stderr.txt
settings_global	0	2026-08-03T07:07:44Z	2026-08-03T07:07:44Z	adb -s 'G001LT0511550CFT' 'shell' 'settings' 'list' 'global'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/settings_global.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/settings_global.stderr.txt
settings_system	0	2026-08-03T07:07:44Z	2026-08-03T07:07:44Z	adb -s 'G001LT0511550CFT' 'shell' 'settings' 'list' 'system'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/settings_system.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/settings_system.stderr.txt
device_config	127	2026-08-03T07:07:44Z	2026-08-03T07:07:44Z	adb -s 'G001LT0511550CFT' 'shell' 'device_config' 'list'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/device_config.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/device_config.stderr.txt
firelauncher_appops	0	2026-08-03T07:07:44Z	2026-08-03T07:07:44Z	adb -s 'G001LT0511550CFT' 'shell' 'appops' 'get' 'com.amazon.firelauncher'	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/firelauncher_appops.stdout.txt	/Users/bob/Documents/Codex/2026-08-03-fire-os-7-framework-amazon-fire/adb/phase3b/PHASE3B-BASELINE-20260803-02/commands/firelauncher_appops.stderr.txt
