service_name,service_impl_class,fosinit_registered,fosinit_files,published_name_evidence,runtime_service_list,service_context,service_context_source,service_context_line,shell_uid2000_find_denied,avc_tcontext,avc_source,avc_line,binder_inventory_auth_markers,binder_inventory_assessment,confidence
commontime_management,UNMAPPED,UNKNOWN,,,YES,u:object_r:commontime_management_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,24,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
companiondevice,UNMAPPED,UNKNOWN,,,YES,u:object_r:companion_device_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,27,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
connectivity,UNMAPPED,UNKNOWN,,,YES,u:object_r:connectivity_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,28,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
connmetrics,UNMAPPED,UNKNOWN,,,YES,u:object_r:connmetrics_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,29,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
consumer_ir,UNMAPPED,UNKNOWN,,,YES,u:object_r:consumer_ir_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,30,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
content,UNMAPPED,UNKNOWN,,,YES,u:object_r:content_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,31,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
contexthub,UNMAPPED,UNKNOWN,,,YES,u:object_r:contexthub_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,32,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
country_detector,UNMAPPED,UNKNOWN,,,YES,u:object_r:country_detector_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,33,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
cpuinfo,UNMAPPED,UNKNOWN,,,YES,u:object_r:cpuinfo_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,35,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
crashdetectorservice,CrashReporterService,NO_OR_DELEGATED,,crashreporterservice | crashdetectorservice,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,NO_OR_NOT_OBSERVED,,,,AUTH_MARKER_NOT_OBSERVED,candidate requires method-level review; missing markers are not a vulnerability,EVIDENCE_JOIN_PENDING
crashreporterservice,CrashReporterService,NO_OR_DELEGATED,,crashreporterservice | crashdetectorservice,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,NO_OR_NOT_OBSERVED,,,,AUTH_MARKER_NOT_OBSERVED,candidate requires method-level review; missing markers are not a vulnerability,EVIDENCE_JOIN_PENDING
crlsetmanager,UNMAPPED,UNKNOWN,,,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,YES,u:object_r:crl_set_manager_service:s0,artifacts/phase6j/phase6j-service-visibility-20260805-01/filtered_avc.matches.txt,68,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,STRONG_EVIDENCE
crossprofileapps,UNMAPPED,UNKNOWN,,,YES,u:object_r:crossprofileapps_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,36,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
dbinfo,UNMAPPED,UNKNOWN,,,YES,u:object_r:dbinfo_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,37,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
device_identifiers,UNMAPPED,UNKNOWN,,,YES,u:object_r:device_identifiers_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,39,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
device_policy,UNMAPPED,UNKNOWN,,,YES,u:object_r:device_policy_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,38,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
deviceidle,UNMAPPED,UNKNOWN,,,YES,u:object_r:deviceidle_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,40,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
deviceinfo,UNMAPPED,UNKNOWN,,,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,YES,u:object_r:device_info_service:s0,artifacts/phase6j/phase6j-service-visibility-20260805-01/filtered_avc.matches.txt,46,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,STRONG_EVIDENCE
devicemodelinfo,DeviceModelInfoService,NO_OR_DELEGATED,,devicemodelinfo,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,YES,u:object_r:device_model_info:s0,artifacts/phase6j/phase6j-service-visibility-20260805-01/filtered_avc.matches.txt,43,AUTH_MARKER_NOT_OBSERVED,candidate requires method-level review; missing markers are not a vulnerability,STRONG_EVIDENCE
devicestoragemonitor,UNMAPPED,UNKNOWN,,,YES,u:object_r:devicestoragemonitor_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,41,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
diskstats,UNMAPPED,UNKNOWN,,,YES,u:object_r:diskstats_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,42,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
display,UNMAPPED,UNKNOWN,,,YES,u:object_r:display_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,43,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
dreams,UNMAPPED,UNKNOWN,,,YES,u:object_r:dreams_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,47,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
drm.drmManager,UNMAPPED,UNKNOWN,,,YES,u:object_r:drmserver_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,48,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
dropbox,UNMAPPED,UNKNOWN,,,YES,u:object_r:dropbox_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,49,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
ethernet,UNMAPPED,UNKNOWN,,,YES,u:object_r:ethernet_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,54,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
eve,EveService,NO_OR_DELEGATED,,eve | eve_native,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,NO_OR_NOT_OBSERVED,,,,AUTH_MARKER_NOT_OBSERVED,candidate requires method-level review; missing markers are not a vulnerability,EVIDENCE_JOIN_PENDING
eve_native,EveService,NO_OR_DELEGATED,,eve | eve_native,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,NO_OR_NOT_OBSERVED,,,,AUTH_MARKER_NOT_OBSERVED,candidate requires method-level review; missing markers are not a vulnerability,EVIDENCE_JOIN_PENDING
excessivepowerusagesettings,ExcessivePowerUsageMonitorAndKillService,NO_OR_DELEGATED,,excessivepowerusagesettings,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,NO_OR_NOT_OBSERVED,,,,AUTH_MARKER_NOT_OBSERVED,candidate requires method-level review; missing markers are not a vulnerability,EVIDENCE_JOIN_PENDING
fireospowersupportservice,FireOSPowerSupportService,NO_OR_DELEGATED,,fireospowersupportservice,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,NO_OR_NOT_OBSERVED,,,,AUTH_MARKER_NOT_OBSERVED,candidate requires method-level review; missing markers are not a vulnerability,EVIDENCE_JOIN_PENDING
fosdebug,FireOSDebugService,YES,artifacts/amazon-services/core_fosinit.xml,fosdebug,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,NO_OR_NOT_OBSERVED,,,,AUTH_MARKER_NOT_OBSERVED,candidate requires method-level review; missing markers are not a vulnerability,EVIDENCE_JOIN_PENDING
gamemodeservice,GameModeService,NO_OR_DELEGATED,,gamemodeservice,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,YES,u:object_r:game_mode_service:s0,artifacts/phase6j/phase6j-service-visibility-20260805-01/filtered_avc.matches.txt,31,"checkCallingOrSelfPermission,clearCallingIdentity",candidate requires method-level review; missing markers are not a vulnerability,STRONG_EVIDENCE
gfxinfo,UNMAPPED,UNKNOWN,,,YES,u:object_r:gfxinfo_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,58,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
gpu,UNMAPPED,UNKNOWN,,,YES,u:object_r:gpu_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,60,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
graphicsstats,UNMAPPED,UNKNOWN,,,YES,u:object_r:graphicsstats_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,59,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
hardware_properties,UNMAPPED,UNKNOWN,,,YES,u:object_r:hardware_properties_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,62,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
imms,UNMAPPED,UNKNOWN,,,YES,u:object_r:imms_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,73,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
incident,UNMAPPED,UNKNOWN,,,YES,u:object_r:incident_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,64,YES,u:object_r:incident_service:s0,artifacts/phase6j/phase6j-service-visibility-20260805-01/filtered_avc.matches.txt,73,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,STRONG_EVIDENCE
input,UNMAPPED,UNKNOWN,,,YES,u:object_r:input_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,67,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
input_method,UNMAPPED,UNKNOWN,,,YES,u:object_r:input_method_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,66,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
installd,UNMAPPED,UNKNOWN,,,YES,u:object_r:installd_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,68,YES,u:object_r:installd_service:s0,artifacts/phase6j/phase6j-service-visibility-20260805-01/filtered_avc.matches.txt,74,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,STRONG_EVIDENCE
ipsec,UNMAPPED,UNKNOWN,,,YES,u:object_r:ipsec_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,74,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
jobscheduler,UNMAPPED,UNKNOWN,,,YES,u:object_r:jobscheduler_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,79,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
launcherapps,UNMAPPED,UNKNOWN,,,YES,u:object_r:launcherapps_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,80,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
liquiddetectionservice,LiquidDetectionService,NO_OR_DELEGATED,,liquiddetectionservice,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,NO_OR_NOT_OBSERVED,,,,AUTH_MARKER_NOT_OBSERVED,candidate requires method-level review; missing markers are not a vulnerability,EVIDENCE_JOIN_PENDING
location,UNMAPPED,UNKNOWN,,,YES,u:object_r:location_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,81,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
lock_settings,UNMAPPED,UNKNOWN,,,YES,u:object_r:lock_settings_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,82,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
marketplace,UNMAPPED,UNKNOWN,,,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,YES,u:object_r:marketplace_service:s0,artifacts/phase6j/phase6j-service-visibility-20260805-01/filtered_avc.matches.txt,45,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,STRONG_EVIDENCE
media.audio_flinger,UNMAPPED,UNKNOWN,,,YES,u:object_r:audioserver_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,84,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
media.audio_policy,UNMAPPED,UNKNOWN,,,YES,u:object_r:audioserver_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,85,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
media.camera,UNMAPPED,UNKNOWN,,,YES,u:object_r:cameraserver_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,86,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
media.camera.proxy,UNMAPPED,UNKNOWN,,,YES,u:object_r:cameraproxy_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,87,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
media.drm,UNMAPPED,UNKNOWN,,,YES,u:object_r:mediadrmserver_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,96,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
media.extractor,UNMAPPED,UNKNOWN,,,YES,u:object_r:mediaextractor_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,91,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
media.metrics,UNMAPPED,UNKNOWN,,,YES,u:object_r:mediametrics_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,90,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
media.player,UNMAPPED,UNKNOWN,,,YES,u:object_r:mediaserver_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,89,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
media.resource_manager,UNMAPPED,UNKNOWN,,,YES,u:object_r:mediaserver_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,94,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
media.sound_trigger_hw,UNMAPPED,UNKNOWN,,,YES,u:object_r:audioserver_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,95,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
media_projection,UNMAPPED,UNKNOWN,,,YES,u:object_r:media_projection_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,97,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
media_resource_monitor,UNMAPPED,UNKNOWN,,,YES,u:object_r:media_session_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,98,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
media_router,UNMAPPED,UNKNOWN,,,YES,u:object_r:media_router_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,99,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
media_session,UNMAPPED,UNKNOWN,,,YES,u:object_r:media_session_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,100,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
meminfo,UNMAPPED,UNKNOWN,,,YES,u:object_r:meminfo_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,101,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
midi,UNMAPPED,UNKNOWN,,,YES,u:object_r:midi_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,102,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
migrationservice,UNMAPPED,UNKNOWN,,,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,YES,u:object_r:migration_service:s0,artifacts/phase6j/phase6j-service-visibility-20260805-01/filtered_avc.matches.txt,61,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,STRONG_EVIDENCE
mount,UNMAPPED,UNKNOWN,,,YES,u:object_r:mount_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,103,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
multiwindowextensionsservice,UNMAPPED,UNKNOWN,,,YES,NOT_FOUND_IN_EXTRACTED_TEXT_CONTEXTS,,,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
netd,UNMAPPED,UNKNOWN,,,YES,u:object_r:netd_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,104,YES,u:object_r:netd_service:s0,artifacts/phase6j/phase6j-service-visibility-20260805-01/filtered_avc.matches.txt,76,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,STRONG_EVIDENCE
netd_listener,UNMAPPED,UNKNOWN,,,YES,u:object_r:netd_listener_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,44,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
netpolicy,UNMAPPED,UNKNOWN,,,YES,u:object_r:netpolicy_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,105,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
netstats,UNMAPPED,UNKNOWN,,,YES,u:object_r:netstats_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,106,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
network_management,UNMAPPED,UNKNOWN,,,YES,u:object_r:network_management_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,107,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
network_score,UNMAPPED,UNKNOWN,,,YES,u:object_r:network_score_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,108,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
network_watchlist,UNMAPPED,UNKNOWN,,,YES,u:object_r:network_watchlist_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,45,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
notification,UNMAPPED,UNKNOWN,,,YES,u:object_r:notification_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,111,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
otadexopt,UNMAPPED,UNKNOWN,,,YES,u:object_r:otadexopt_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,113,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
overlay,UNMAPPED,UNKNOWN,,,YES,u:object_r:overlay_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,114,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
package,UNMAPPED,UNKNOWN,,,YES,u:object_r:package_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,115,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
package_native,UNMAPPED,UNKNOWN,,,YES,u:object_r:package_native_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,116,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
permission,UNMAPPED,UNKNOWN,,,YES,u:object_r:permission_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,118,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
pinner,UNMAPPED,UNKNOWN,,,YES,u:object_r:pinner_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,124,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
power,UNMAPPED,UNKNOWN,,,YES,u:object_r:power_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,125,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
print,UNMAPPED,UNKNOWN,,,YES,u:object_r:print_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,126,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
processinfo,UNMAPPED,UNKNOWN,,,YES,u:object_r:processinfo_service:s0,artifacts/phase6c/phase6c-image-policy-extract-20260804-02/system/etc/selinux/plat_service_contexts,127,NO_OR_NOT_OBSERVED,,,,UNKNOWN,NOT_MAPPED_TO_VDEX_INVENTORY,EVIDENCE_JOIN_PENDING
