surface_family,source_csv,source_sha256,id,component_or_service,entry_surface,exported_or_registration,caller_to_permission,identity,user_scope,sink_or_effect,classification,evidence_path,evidence_sha256,class_method_line_or_offset,next_safe_step,status,category,capability_or_observation,path,sha256,line_or_offset,evidence,claim_boundary,scope,artifact_or_source_path,symbol_line_offset,channel_or_node,source_registration,exact_image_or_node_evidence,caller_policy_effect,min_safe_followup,test_id,phase_scope,test_family,completed_activity,mutation,restore_reboot_state,conclusion,caller_gate_sink_gap,evidence_path_hash_scope,confidence,duplicate_or_excluded,safe_readonly_retest
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-009,,,,,,,,POSITIVE_STATIC,,,,,,,,,b3a54d37b4e498ff969a2717cb02cefc923ae6f39da32f5fd8529fe3dce6e899,,,,POSITIVE_STATIC,firmware/extracted/PS7331-SOURCE-20250617/platform/kernel/mediatek/mt8183/4.4/drivers/misc/mediatek/cmdq/v3/cmdq_driver.c,735-741;816-824;864-896;1081,/dev/mtk_cmdq;/proc/cmdq_debug/*;sysfs attrs,ioctl/compat; proc 0440; device_create; subsys_initcall,phase6n/6is system:system crw-r--r--; label mtk_cmdq_device; ENOTTY compatibility probe only,node+SELinux; DMA/display/secure effect; no HOME,no open/ioctl; count/length remains host-only UNKNOWN,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-010,,,,,,,,UNKNOWN,,,,,,,,,abac518864faed94439d75d204e8c16ea75cf3a74c93ee50e128e0f6928a6d63,,,,POSITIVE_STATIC,firmware/extracted/PS7331-SOURCE-20250617/platform/kernel/mediatek/mt8183/4.4/drivers/staging/android/ion/ion.c,1478-1617;1657-1658;1920-1924,/dev/ion,ion ioctl ALLOC/FREE/SHARE/MAP/IMPORT/SYNC/CUSTOM and misc registration,phase6np policy labels ion_device; no node open/ioctl,caller reachability/effect incomplete,hash node/policy only; no ioctl,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-011,,,,,,,,read-only source correlation,,,,,,,,,eb7fbf99acbc492d99d60c98fc62a67fe7350160c6e91dc033781d5bcd986411,,,,POSITIVE_STATIC,firmware/extracted/PS7331-SOURCE-20250617/platform/kernel/mediatek/mt8183/4.4/drivers/staging/android/ion/mtk/ion_drv.c,689-736;703;856,debugfs ion clients_summary/ion_mm_heap,debugfs source present; exact runtime listing incomplete,allocator bookkeeping only; no HOME,UNKNOWN,,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-012,,,,,,,,UNKNOWN,,,,,,,,,6351de00903a282ba682427095a155794efd8221f253ff11a0f74ed7c5cb86c6,,,,POSITIVE_STATIC,firmware/extracted/PS7331-SOURCE-20250617/platform/kernel/mediatek/mt8183/4.4/drivers/misc/mediatek/m4u/2.4/m4u.c,1577-2059;2261-2268,/dev/m4u or /proc/m4u,MTK_M4U_ioctl compat; misc/proc registration,Phase6N source index only; exact node/policy incomplete,DMA/memory translation; no HOME,host-only; no open/ioctl,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-013,,,,,,,,UNKNOWN,,,,,,,,,fbc86a573996617ef32d8f66d543e499ee203d35a3cdde498780e3c55e88bc81,,,,POSITIVE_STATIC,firmware/extracted/PS7331-SOURCE-20250617/platform/kernel/mediatek/mt8183/4.4/drivers/misc/mediatek/m4u/2.4/m4u_debug.c,1416-1539,/sys/kernel/debug/m4u/*,debugfs files mode 0600,exact runtime node not in selected capture,root-only if present; DMA effect,do not enumerate/write,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-014,,,,,,,,UNKNOWN,,,,,,,,,665aacbd47eb99f3a5e38f0447c75881c04827f24cf60c9baa7606e6dd1d52c1,,,,POSITIVE_STATIC,firmware/extracted/PS7331-SOURCE-20250617/platform/kernel/mediatek/mt8183/4.4/drivers/misc/mediatek/mdp/mdp_ioctl_ex.c,1056-1062;1099-1101,/dev/mdp_limit,unlocked_ioctl/compat and class/device create,exact shipped node/policy not confirmed,display/readback effect; no HOME,source-only; no ioctl,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-015,,,,,,,,UNKNOWN,,,,,,,,,a11df22e3472bbe2c1b5521ae8100b345eb2ec6f1369b70771c6ec6d4416b6a9,,,,POSITIVE_STATIC,firmware/extracted/PS7331-SOURCE-20250617/platform/kernel/mediatek/mt8183/4.4/drivers/misc/mediatek/usb_c/tcpc/tcpci_core.c,46-66;864-884,tcpc sysfs role_def/rp_lvl/pd_test/timer/typec_disable,selected 0664 attrs; class/subsys_initcall,exact runtime node/policy not closed,USB-C/power-role effect; no HOME,read-only metadata only,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-016,,,,,,,,UNKNOWN,,,,,,,,,cb365638a33c195b4ee1abb76be028110d16dcd5f6852182900512e7040a6878,,,,POSITIVE_STATIC,firmware/extracted/PS7331-SOURCE-20250617/platform/kernel/mediatek/mt8183/4.4/drivers/input/keyboard/mediatek/kpd.c,803-805;948-957;1121-1136,/dev/kpd;debugfs/keypad/debug,input ioctl/misc/input/debugfs/init,exact node/policy not closed,keyboard/power effect; no launcher edge,no open/ioctl/debugfs write,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-017,,,,,,,,UNKNOWN,,,,,,,,,1371a85ed3b6011fe186d9dbb02992a529c533bf9a30f28885f0c4760b3f4e90,,,,POSITIVE_STATIC,firmware/extracted/PS7331-SOURCE-20250617/platform/kernel/mediatek/mt8183/4.4/drivers/input/touchscreen/mediatek/NT36523/nt36xxx.c,641;719-724;787-803;1709,touch sysfs/debugfs/proc/input,gesture attr; debugfs; proc; input registration,exact node/policy not closed,touch/power wake effect; no HOME,metadata only; no writes,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-018,,,,,,,,UNKNOWN,,,,,,,,,a6b070190ad8b97173c129509e6d8f8ae8c9f0d383bc349be44d9c919387c8d5,,,,POSITIVE_STATIC,firmware/extracted/PS7331-SOURCE-20250617/platform/kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,2732-2736;2769-2776,/dev/rpmb,unlocked_ioctl and class/device create,exact runtime caller policy not captured,secure storage effect; no HOME,no open/ioctl/partition access,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-019,,,,,,,,LOCAL_ONLY,,,,,,,,,cf12e5619d635ecf7927784a4ed15a254a96c1642d1db9e4ca6734b192d6fa1b,,,,LOCAL_ONLY,firmware/extracted/PS7331/boot.img,container image,boot payload,exact shipped boot hash; not branch/caller proof,provenance only,LOCAL_ONLY,match trusted runtime provenance only,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-020,,,,,,,,no binary execution,,,,,,,,,10638df8d43c83e0799bfe071ef29a8069ad909b320536cff6b58ee5e1efea7d,,,,LOCAL_ONLY,firmware/extracted/PS7331/boot_unpacked/Image,strings 13004815 kernel;13566552 M4U;13724536+ GED,embedded kernel strings,4.4.146+/M4U/GED markers; no source symbol address mapping,no caller/policy/effect closure,LOCAL_ONLY,,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-021,,,,,,,,retain capture; do not open/read,,,,,,,,,5c5fa2ed958cbe6019d665c5ee71c74d13c30f272a71f2a6a0f7e157c53b6001,,,,POSITIVE_STATIC,adb/phase6n/PHASE6N-KERNEL-RO-20260810-01/logger_modes.stdout.txt,metadata capture,/dev/metrics;/dev/vitals,read-only metadata; no consuming read,root:log 0640; shell caller not closed to read,POSITIVE_STATIC,,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-022,,,,,,,,no mutation,,,,,,,,,c4fbc91d404888cadeab52455ef571504e04668b7ad7e89b945343399f03d86f,,,,POSITIVE_STATIC,adb/phase6n/PHASE6N-KERNEL-RO-20260810-01/amazon_proc_modes.stdout.txt,metadata capture,/proc/idme/*;/proc/life_cycle_reason,read-only/denied metadata,SELinux enforcing and modes; no setter/effect closure,POSITIVE_STATIC,,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-023,,,,,,,,UNKNOWN,,,,,,,,,f5141ee05bd1a1c85f16821b0fbb7d715e269256a1d87ee1ec57a8a03f59b3fb,,,,POSITIVE_STATIC,adb/phase6n/PHASE6N-KERNEL-RO-20260810-01/debugfs_nodes.stdout.txt,metadata capture,/sys/kernel/debug/ged,visible directory only; no file enumeration/write,caller policy/file effect incomplete,UNKNOWN,do not enumerate/write,,,,,,,,,,,,
6TQ driver inventory,work/luna_worker_phase6tq_driver_inventory_20260810.csv,289dde4546aacc33aaacec0f715d2f5dbd2ddcd0cde9f415f90c7ac14c0567b5,TQ-024,,,,,,,,LOCAL_ONLY,,,,,,,,,not separately hashed in row,,,,LOCAL_ONLY,findings/phase-9-ps7331-reference-porting-boundary.md,reference boundary,Phase 9 source/binary boundary,no driver registration,reference payload/addresses not transferable,caller/effect not implied,source/ABI/provenance only,,,,,,,,,,,,
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P3A-RESOLVER-01,3A,HOME resolver/static baseline,Resolver ranking and Fire Launcher selection reviewed,none,saved baseline; no reboot in this review,Fire priority 50 wins saved User-0 HOME; no Fire-specific restoration writer proven,production callback/reboot writer provenance remains unknown,findings/phase-3a-report.md; findings/phase-3b-report.md; adb/phase3b/; hashes are per cited raw/manifests where present,high,canonical baseline; do not mix old PS7330 evidence with PS7331,yes: compare saved resolver/log outputs and hashes
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P3B-RUNTIME-01,3B,HOME runtime observation,Focused/resumed activity and HOME behavior captured,none,historical clean runtime capture; no new reboot,Fire repeatedly observed as resumed/focused HOME under saved state,caller causing any later rewrite is not identified,findings/phase-3b-report.md; adb/phase3b/; per-run raw hash scope,high,duplicate of later HOME guards,yes: parse existing dumps/logs only
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P3C-PREFERRED-01,3C,preferred HOME mutation,"Ordinary preferred record write, reboot persistence observation and rollback captured",yes,reboot observed historically; explicit rollback/postcheck captured,ordinary preferred route did not establish durable third-party User-0 HOME or Fire package control,trusted writer and reboot-time restoration caller remain unresolved,findings/phase-3c-report.md; adb/phase3c/; adb/mutation-tests/HOME-PRIORITY-P0/; per-run sha256sums.txt scope,high,excluded from replay; mutation route closed,no runtime replay; yes artifact/hash review
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4A-MODEL-01,4A,accessibility/alias model,Model and method-diff tests for redirect variants completed host-side,none,no device mutation in model checks,"model identifies foreground redirect limitations, not formal HOME writer",runtime caller authorization and HOME sink are not established by model,output/tables/phase-4a-model-fire-vs-p0.json; phase-4a-method-diff.csv; phase-4a-model-tests.txt; hash scope is listed table/manifest,medium,superseded by bounded Phase 4B/5 runtime evidence,yes: rerun parser/model against existing inputs only
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P4B-ACCESS-01,4B,Accessibility workaround families,Existing redirect variants and T03 measurements reviewed,historical yes,rollback/restored settings recorded for tested run; no durable HOME persistence,direct-start legacy route measured 0/30; foreground fallback is bounded and not HOME replacement,"user consent, accessibility state and background-start gate remain prerequisites; no package/HOME writer",findings/phase-4b-existing-workaround-analysis.md; findings/phase-4b-final-workaround-verdict.md; adb/phase4/PHASE4-ACCESSIBILITY-T03/; output/tables/phase-4b-*.csv; per-run hashes,high,closed/excluded as reliable fallback; do not replay,yes: inspect saved measurements and source
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5-LOWLEVEL-01,5,low-level GhostLock/futex/rtmutex,"Source, patch-chain, config and reachability reviews completed",none for host review; historical runtime probes bounded,no approved exploit mutation; read-only baselines retained,pre-fix/source markers and gates reviewed; no confirmed retail privilege transition,exact shipped caller-to-sensitive sink and exploitability remain unclosed,findings/phase-5-evidence-index.md; findings/phase-5-level3-approval-report.md; output/tables/phase5*-*.csv; aggregate hash in cited index where present,high,exploit/device trigger explicitly excluded,yes: source/member/config/hash comparison only
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5-CVE-MTK-01,5,Android/MTK CVE and public-route screen,Candidate surfaces and public routes screened,historical refused/negative routes,"no root, bootloader, flash or partition mutation completed",no exact safe ordinary route to root or sensitive sink established,"exact target applicability, caller and post-exploitation sink remain unknown",findings/phase-5-low-level-inventory.md; findings/phase-5m/evidence indexes; output/tables/phase5*-matrix.csv; hashes per artifact,high,public exploit and bootloader/fastboot routes rejected,yes: host-only source/applicability review
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5-ACCESS-01,5,Accessibility PendingIntent/PS7331,APK/UI path and rollback evidence captured,yes bounded,rollback/final guard captured; incompatible update variant rejected before replacement,no unrestricted redirect or durable post-rollback state demonstrated,runtime of rejected signing variant unknown; no caller-to-HOME writer,findings/phase-5cq-evidence-index.md; adb/phase5/PHASE5CQ-*; adb/phase5/PHASE5AB-PENDINGINTENT-ROLLBACK-T01/; sha256sums.txt scope,high,duplicate/closed; no uninstall/reinstall variant,yes: compare saved before/after/rollback hashes
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5-OTA-01,5,OTA metadata/recovery/boot boundary,"OTA metadata, residue, boot and recovery surfaces inspected",none,no OTA/recovery execution or reboot for payload,official OTA is fixed image/partition route; no safe ordinary caller sink established,native updater/fosinit handoff and natural post-OTA caller/user scope remain unknown,findings/phase-5-exact-ota-and-boot-chain-evidence.md; adb/phase5/PHASE5AU-*; output/tables/phase5ax/5bd/5ba/; manifests/hash scope,high,OTA/recovery/partition actions excluded,yes: metadata/hash/EOF/provenance review
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5-RO-POST-01,5,device postcheck/read-only guard,"Identity, HOME, package and security postchecks captured",none,postchecks preserved baseline after historical tests,"guards document state, not a new exploit result",fresh current runtime is not established by old snapshots,adb/phase5/PHASE5BQ-*; adb/phase5/PHASE5BJ-*; device/baseline/; per-capture manifests,high,repeated guard; retain canonical run,yes: compare saved files only
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6-PI-01,6A,untrusted PendingIntent smoke,Bounded untrusted-app PendingIntent smoke completed,none durable mutation shown,saved read-only observation; no rollback needed,protected cross-user/lock route not established,accepted identity and downstream sink not reached,findings/phase-6a-untrusted-app-pi-smoke-evidence-index.md; artifacts/phase6a/; hash 4c3f35d7147e3785e82621c86fbd39463d7a39140704cfc9cad80cd2c8d471e2,high,negative scope-limited; do not broaden to private Binder,yes: caller/permission mapping offline
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6-KFT-CHILD-01,6AY-6ER,KFT child/profile lifecycle,"Child/Tahoe/Fire state, switch-back and KFT attribution captured",yes historical child/profile mutation,switch-back and final User-0 Fire guard captured; reboot variants retained in evidence,KFT writer is target-user child/profile scoped; User-0 Fire HOME restoration writer not proven,legitimate tx3 caller/provenance and User-0 writer remain unknown,adb/phase6bk/; adb/phase6cb/; adb/phase6di/; findings/phase-6er-kft-child-switch-attribution.md; hash a3dc4b8a7fa9ad35da2b43b4d7bb23fdfa9a6b81b36fa5ddeab7da9dce99fe6f,high,explicitly closed child/KFT/Tahoe route; no repeat,yes: compare saved user/package/HOME and static UserInfo paths
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6-KFT-SERVICE-01,6AY-6BK,private KFT service visibility,service list/check/find read-only lookup captured,none,no state change; no transaction issued,service visibility did not yield shell-callable private handle,method-level caller/gate/sink behavior unknown,adb/phase6bk/PHASE6BK-SERVICE-RO-20260810-01/; adb/phase6q/; AVC hash d436542564947472c1b2481519312542d7d1053512b9cb47c68abbb981e0b0a4,high,unknown Binder transactions risk-rejected,yes: map registration/classes offline
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6-HOME-REGRESSION-01,6AJ-6DI,public HOME/preferred/force-stop matrix,"Resolver, set-home, preferred, force-stop and reboot guards observed",yes in historical bounded runs,rollback/postchecks recorded; Fire remained resolver winner,ordinary public route did not replace Fire; package-state gate rejected protected mutations,trusted holder/caller for User-0 Fire state remains unresolved,adb/phase6di/; adb/phase6ex/; adb/phase6fa/; output/tables/phase6di-*.csv and phase6ex/phase6fa; per-run manifests,high,duplicate and explicitly excluded priority APK/set-home combinations,no runtime replay; yes saved-table review
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6-ACCESS-REDIRECT-01,6CV-6CY-6IQ,Accessibility foreground fallback,Installed service bind/no callback and bounded ADB/user-consented foreground redirect captured,yes bounded secure-setting/accessibility state,rollback and disconnect/reboot observations retained; no formal HOME persistence,foreground redirect is not HOME resolver/package writer; PendingIntent variant runtime may remain unknown,"user consent, ADB lifetime and callback/foreground gates; no durable sink",adb/phase6de/; adb/phase6iq/PHASE6IQ-ADB-MONITOR-20260807-05/; findings/phase-6iq-adb-foreground-fallback.md; hash f4eb9b5a5f4594354f27e1bce6ecdc6d0812cd4be3b5e75fb4eb77540ca1ac5,high,closed; do not replay isolation/redirect,yes: inspect existing iterations/rollback hashes
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6-DPM-01,6DI-6DT,DPM/Profile Owner/Backup passive path,"Owner/admin/UID gates, preferred and backup passive observations captured",historical bounded state changes,rollback/final state captured where applicable; no owner provision/removal,trusted DPM/PMS writer path is gated; no active backup restore writer shown,legitimate Profile Owner relay and exact caller identity remain unknown,adb/phase6dt/; adb/phase6di/PHASE6DI-DPM-CALLBACK-READONLY-20260806-01/; findings/phase-6di-kft-dpm-backup-passive.md; per-run sha256sums.txt,high,raw tx100/73/80/81 explicitly not sent,yes: read saved policy/users/package and manifests
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6-OTA-OOBE-01,6R-6U-6MN,OTA/OOBE/BootAfterSystemOTA,"Static receiver, protected broadcast, OOBE settings and read-only baseline reviewed",none,no broadcast/Binder/OTA delivery; no reboot for payload,lifecycle sink exists behind phase/isUpgrade/protected gates; ordinary route unproven,"exact numeric delivered user, native handoff and natural post-OTA caller are missing",artifacts/phase6u/bootafter-ota-scope-20260805-01/; artifacts/phase6n/; adb/phase6q/PHASE6Q-RO-20260805-01/; hash 324359ebfc3b9e9b49fa5f90fe4eb72d4442afe47b3b613bd7db75aa76f923e6,high,manual OOBE/OTA broadcast and replay excluded,yes: source/context/user join and saved evidence check
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6-UPDATER-01,6AE-6MK-6NE-6MM,updater/block-image/cache/dispatch,"Static updater CFG, block-image, registration and cache flow audits completed",none,no updater/recovery/partition execution,fixed writer/control flow documented; no ordinary caller or authorization bypass,"full canonicalization, runtime traversal, caller and partition effect remain unknown",artifacts/phase6mm-updater-blockimage-20260810-01/; artifacts/phase6mk-updater-dispatch-20260810-04/; artifacts/phase6ne-updater-cache-flow-20260810-03/; hashes d88e35ec...; 113caf07...; d653e4a8...; 1cb21f3d...,high,execution/replay explicitly excluded,yes: hash/EOF/source CFG join
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6-DRIVER-01,6QE-6RY-6SB,driver policy/source/CMDQ/MDP/gsensor,"Node metadata, SELinux policy and source/ioctl surfaces reviewed",none,no node open/read/write/ioctl; no reboot/root,policy/source capability is conditional; no retail client/effect chain,"native caller, active branch, node access and sensitive sink effect remain unknown",adb/phase6qe/PHASE6QE-DEVICE-READONLY-20260810-02/; artifacts/phase6nb-amzn-drv-test-source-closure-20260810-02/; findings/phase-6sb-se-report.md; hashes per manifests,high,driver ioctl and payload routes risk-rejected,yes: source-policy-image join only
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6-PMS-WRITER-01,6K-6KV-6MW-6MH,Amazon PM/PMS/package-state writer inventory,Static call graph and saved package/HOME observations reconciled,historical bounded package/profile mutations,rollback/final package/HOME guards retained,KFT is the only closed launcher-specific Amazon writer and child-scoped; ordinary User-0 writer absent in bounded corpus,"complete production caller, holder/grant and User-0 writer provenance missing",artifacts/phase6mh-package-state-writers-20260810-01/; findings/phase-6mh-package-state-writer-closure.md; output/tables/phase6kv-pms-home-callers.csv; per-artifact manifests,high,repeated HOME/package guards; no setter replay,yes: host-side caller/holder/user mapping
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6-TM-A,6TM-A,H2 BIND_SERVICE provenance,"Exact-build manifest, permission-holder, signature and caller-provenance artifacts joined",none,host-only; no bind/call/mutation/reboot,custom permission declaration and signature gate confirmed; holder/grant/external production caller remain unknown; no HOME sink found,missing caller package/signature → accepted identity/user scope → profile/HOME sink closure,"work/luna_worker_phase6tm_h2_permission_20260810.csv; source hash 3913d9157e16b7ff3e99f8df3ce21824cb650688a6be3173b2cd4c0fffb30a35; input hashes f14670a8...,643cf114...,0b30c162...,bd6e7c52...,1f97fa82...,8eeb03c1...,fbb4f21d...,90e677aa...",high,not a runtime test; no bind/call permitted,yes: owner/request/signing-policy join only
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6-TM-B,6TM-B,ION loader/native caller graph,"ELF DT_NEEDED, relocation, symbols, init/VINTF and SELinux policy graph completed",none,host-only; no driver/device node operation or reboot,positive ELF library edges and policy edges exist; exact service load/process ownership and sensitive effect remain unknown,ELF caller → service/domain → /dev/ion gate → sensitive sink not fully joined,work/luna_worker_phase6tn_ion_loader_graph_20260810.csv; source hash 567ab073bbdbe2d4b7bba938236161902180f253ae7ecf687ed257febb952ae6; cited ELF/policy hashes in rows E01-E09/I03-I06,high,static graph is not runtime reachability; no ioctl/open,yes: rerun objdump/nm/parser on preserved files only
6TR test reconciliation,work/luna_worker_phase6tr_test_reconciliation_20260810.csv,04c49baf1fd96f32a5497022d43486b6651f4f1a0656c46ab52f4786cf728cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P6-TM-C,6TM-C,OTA citation/public-repair reconciliation,"Public artifact citations, member/input hashes and claim boundaries repaired host-side",none,"no OTA download/construct/execute, reboot, recovery, Binder, partition write",canonical public mapping and static updater records are confirmed; raw OTA/extracted binary paths are local-only and runtime caller/execution remain unproven,official OTA mapping → trusted updater caller → partition sink is not a runtime closed chain,"work/luna_worker_phase6tm_ota_public_repair_20260810.csv; source hash 4099f4aff88c6ae340f202a36985ff9ad77440d24d48cd444ea8cb395e037618; canonical hashes 0a7eb0ac...,54c59cfc...,1f18be82...,4a61d667...,d88e35ec...,4cf46340...,113caf07...,d653e4a8...,1cb21f3d...",high,citation repair only; OTA/recovery/replay excluded,yes: verify path/hash/classification and report references
