phase,record_id,surface,source_path,source_sha256,entry_or_node,caller_or_identity,gate_or_policy,sink_or_effect,low_privilege_reachability,classification,confidence,unknowns,safety_disposition
6SI,P5-OTA-01,Phase 5 OTA metadata/residue/recovery,findings/phase-5-evidence-index.md / 74417961d2352883022fd69306b131dfd374e650bfc14f5238055cbf817128b9,SEE_EVIDENCE_PATH_HASH_COLUMN,read-only artifact/device inspection,catalog classification=evidence sufficient for boundary; route unproven,device mutation=none for saved read-only checks,OTA/recovery residue and metadata inspected; no authorization to send OTA/recovery payload,not a new reachability assertion,evidence sufficient for boundary; route unproven,CATALOG_ONLY,"host-only metadata/hash comparison; no OTA, recovery, updater, or partition action",HOST_ONLY catalog; no new device action
6SI,P5-ACCESS-01,Phase 5 accessibility PendingIntent / PS7331,findings/phase-5cq-evidence-index.md / e5205f7b419eb6fccefdfeb72dc3d6e0d9dfecadeaa7524a0c847e651d90f2de,SEE_EVIDENCE_PATH_HASH_COLUMN,saved UI/ADB test plus rollback guard,catalog classification=evidence sufficient; duplicate,device mutation=historical bounded UI/input state changes; rollback captured,accessibility PendingIntent test and rollback evidence exist; no unrestricted redirect or durable post-rollback state established,not a new reachability assertion,evidence sufficient; duplicate,CATALOG_ONLY,do not replay accessibility PendingIntent; host-only compare saved before/after/rollback hashes,HOST_ONLY catalog; no new device action
6SI,P5-RO-POST-01,Phase 5 device postchecks and read-only baselines,findings/phase-5-evidence-index.md / 74417961d2352883022fd69306b131dfd374e650bfc14f5238055cbf817128b9,SEE_EVIDENCE_PATH_HASH_COLUMN,read-only dumps/log capture,catalog classification=duplicate/guard,device mutation=none,"postchecks document preserved device state for prior tests; they are guards, not new exploit results",not a new reachability assertion,duplicate/guard,CATALOG_ONLY,reuse existing postcheck evidence; no new device contact required,HOST_ONLY catalog; no new device action
6SI,P6-PI-01,Phase 6A untrusted app PendingIntent smoke,findings/phase-6a-untrusted-app-pi-smoke-evidence-index.md / 4c3f35d7147e3785e82621c86fbd39463d7a39140704cfc9cad80cd2c8d471e2,SEE_EVIDENCE_PATH_HASH_COLUMN,bounded app smoke + read-only observation,catalog classification=negative but scope-limited,device mutation=no durable mutation shown,untrusted PendingIntent smoke did not establish the protected cross-user/lock route,not a new reachability assertion,negative but scope-limited,CATALOG_ONLY,host-only inspect caller/permission mapping; do not broaden to private Binder or user mutation,HOST_ONLY catalog; no new device action
6SI,P6-KFT-CHILD-01,Phase 6AY/6BK KFT child lifecycle; Tahoe/Fire/Launcher3,findings/phase-6ay-kft-child-user-evidence-index.md / fb98b6a05b2966258454aa3ea58aaadefb9c4f04e14ecbf0592e61858611a2ad,SEE_EVIDENCE_PATH_HASH_COLUMN,saved child/profile transition + read-only guards,catalog classification=confirmed child-scoped; broad HOME claim disproved,device mutation=historical child/profile lifecycle mutation; rollback/final guards saved,KFT writer is child/profile-scoped through UserInfo.id; runtime evidence attributes child-local state and preserves User 0 Fire HOME,not a new reachability assertion,confirmed child-scoped; broad HOME claim disproved,CATALOG_ONLY,"do not create child, switch/unlock, invoke tx3, or write PMS state; host-only tx3 caller/authorization mapping",HOST_ONLY catalog; no new device action
6SI,P6-KFT-SERVICE-01,Phase 6AY/6BK private KFT service reachability,findings/phase-6ay-kft-device-verification-evidence-index.md / 62271543b94d3844f718779329795fee9ef2f324f9b2bc381756623c8e161d84,SEE_EVIDENCE_PATH_HASH_COLUMN,service-manager find/check and read-only capture,catalog classification=rejected/negative boundary,device mutation=none,shell/private-service lookup was not callable; no private Binder transaction was issued,not a new reachability assertion,rejected/negative boundary,CATALOG_ONLY,do not guess transaction numbers or use service call; retain not-found/SELinux evidence,HOST_ONLY catalog; no new device action
6SI,P6-KFT-UI-01,Phase 6BG child-profile UI and Tahoe action,findings/phase-6bg-child-profile-ui-evidence-index.md / 106bf8a3d859434240b9533abd2646b3068a0e6b16508bae9a6932ecb4154fd2,SEE_EVIDENCE_PATH_HASH_COLUMN,foreground/action probes with rollback guard,catalog classification=rejected/negative; safe duplicate only as host audit,"device mutation=historical UI lock/PIN state change, reverted through standard UI",H2 settings gate rejected; Tahoe child activities/actions had no resolver; final user/HOME/lock guards clean,not a new reachability assertion,rejected/negative; safe duplicate only as host audit,CATALOG_ONLY,"do not relaunch UI, create user, provision owner, or bypass signature permission",HOST_ONLY catalog; no new device action
6SI,P6-PREWARM-01,Phase 6BB AmazonActivityManager prewarm,findings/phase-6bb-evidence-index.md / 42c59265cdd0daa4275a030d8adf1c221ddc111320f72abb7611b7ba67e29bd0,SEE_EVIDENCE_PATH_HASH_COLUMN,host static/caller closure + saved service boundary,catalog classification=strong evidence; route not closed for ordinary app,device mutation=none,APP_PREWARM gate and startProcessLocked prewarm flow confirmed statically; Alexa is a privileged caller; shell service lookup denied/not found,not a new reachability assertion,strong evidence; route not closed for ordinary app,CATALOG_ONLY,host-only complete caller/permission/data-flow table; no prewarm Binder transaction,HOST_ONLY catalog; no new device action
6SI,P6-PMS-HOME-01,"Phase 6K/6KV/6MW PMS, Amazon PM, HOME state sinks",findings/phase-6kv-evidence-index.md / 0feb756d0b18480ecc49d84dbc38f9c4446baeb4aed36f1acef3401fdc886bf4,SEE_EVIDENCE_PATH_HASH_COLUMN,host static call graph + saved read-only HOME observations,catalog classification=strong evidence; broad claim disproved,device mutation=historical bounded HOME/profile transitions; no new mutation in catalog,KFT is the only closed launcher-specific Amazon writer and is child-scoped; no low-privilege User 0 Fire HOME writer established,not a new reachability assertion,strong evidence; broad claim disproved,CATALOG_ONLY,"host-only caller/holder/user mapping; no pm setter, service call, private transaction, or HOME mutation",HOST_ONLY catalog; no new device action
6SI,P6-HOME-REGRESSION-01,Phase 6AL/AJ/AZ and legacy HOME-T01..T24/launcher tests,findings/phase-6mw-evidence-index.md / d4f2874dade7941b92481099e43725a6fed696c15ae5bb11bde3e2731fde4a2e,SEE_EVIDENCE_PATH_HASH_COLUMN,saved HOME resolver/settings/foreground observations,catalog classification=duplicate; evidence sufficient for current snapshot,"device mutation=historical settings/HOME changes in bounded runs, with rollback/postchecks","Fire HOME priority 50 and normal User 0 resolution recur; many runs are duplicate resolver/foreground observations, not independent writer proofs",not a new reachability assertion,duplicate; evidence sufficient for current snapshot,CATALOG_ONLY,reuse canonical baseline; only repeat if image/build or HOME candidate set changes,HOST_ONLY catalog; no new device action
6SI,P6-DRIVER-01,Phase 6QE/6RY/6RZ driver policy/source and CMDQ/MDP/gsensor,findings/phase-6qe-evidence-index.md / 9d7422fc5299f5b73eb25fee43f3e95cddd7869b25f270181ccf06f144ad0ed5,SEE_EVIDENCE_PATH_HASH_COLUMN,host source/policy/image-marker audit,catalog classification=evidence insufficient; conditional,device mutation=none,"policy capability and source ioctl/factory nodes are documented; exact retail client, node access, active branch, and sensitive effect are not joined",not a new reachability assertion,evidence insufficient; conditional,CATALOG_ONLY,"host-only source-to-policy-to-image join; no ioctl, driver node write, factory branch, or payload",HOST_ONLY catalog; no new device action
6SI,P6-OTA-OOBE-01,"Phase 6R/6N/6U/6MN OTA, OOBE, BootAfterSystemOTA",findings/phase-6r-evidence-index.md / fc51d7b8fe40f7c5eb8f89f40ef0bfe187f02b64637fdcc07168f7443e295b6c,SEE_EVIDENCE_PATH_HASH_COLUMN,host static authorization + saved read-only capture,catalog classification=strong sink evidence; reachability unknown/bounded,device mutation=none; broadcast/Binder/OTA delivery explicitly not performed,OOBE/receiver/settings sinks and OTA IPC methods are statically present; protected/signature/CONTROLLER gates and exact user/caller reachability prevent ordinary-route closure,not a new reachability assertion,strong sink evidence; reachability unknown/bounded,CATALOG_ONLY,host-only protected-broadcast and caller matrix; never send broadcast/Binder/OTA/recovery payload,HOST_ONLY catalog; no new device action
6SI,P6-ACCESS-REDIRECT-01,Phase 6CV/CX/CY/IQ accessibility redirect/home monitor,adb/phase6iq/PHASE6IQ-ADB-MONITOR-20260807-05/result.json / f4eb9b5a5f4594354f27ce1bce6ecdc6d0812cd4be3b5e75fb4eb77540ca1ac5; adb/phase6cv/PHASE6CV-ACCESSIBILITY-PENDINGINTENT-20260806-01/before/summary.md / be187d55a45ab2fb9001c317ce9dcf0bd589a5338bed99a5d67760ee52563c79,SEE_EVIDENCE_PATH_HASH_COLUMN,"saved accessibility isolation, foreground/HOME monitoring, rollback captures",catalog classification=duplicate; evidence bounded,device mutation=historical accessibility enable/isolation and foreground/HOME observations; rollback evidence present,redirect/monitor behavior was observed only within bounded test harnesses; no durable unrestricted redirect or new privileged route established,not a new reachability assertion,duplicate; evidence bounded,CATALOG_ONLY,do not repeat accessibility isolation or redirect; host-only compare saved monitor iterations and rollback hashes,HOST_ONLY catalog; no new device action
6SI,P6-POLICY-01,"Phase 6BG/6CF ProductPolicy, normal-user and package-state writers",findings/phase-6mh-evidence-index.md / 0c1107aaffa18030fe4b14bb0bc600e88012159eddab2c235cc94da07369c870,SEE_EVIDENCE_PATH_HASH_COLUMN,host static audit plus saved read-only boundary,catalog classification=evidence insufficient / scope-limited,device mutation=historical normal-user/profile UI or state observations; no new mutation,ProductPolicy/normal-user writers and package-state sinks do not close a User 0 HOME writer; exact caller/user/holder gaps remain,not a new reachability assertion,evidence insufficient / scope-limited,CATALOG_ONLY,host-only method-level caller and user mapping; no package-state setter or private IPC,HOST_ONLY catalog; no new device action
6SI,P6-UPDATER-01,"Phase 6AE/AF/MD/MK/NE updater, block-image, cache and dispatch audits",findings/phase-6ne-evidence-index.md / 67797e0eab6bb5d3fcf3dd991318a62f76c2ae5a4dd807bed38c89405c73e293,SEE_EVIDENCE_PATH_HASH_COLUMN,host static artifact/source audit,catalog classification=evidence sufficient for static boundary; route unproven,device mutation=none,"updater sinks/contracts and cache/dispatch paths are documented; no ordinary caller, signed authorization bypass, or safe device route established",not a new reachability assertion,evidence sufficient for static boundary; route unproven,CATALOG_ONLY,"host-only source/hash/EOF/provenance checks; no updater invocation, OTA, recovery, or partition write",HOST_ONLY catalog; no new device action
6SI,P6-OOBE-USER-01,Phase 6MN/6MO OOBE context/user scope,findings/phase-6mn-evidence-index.md / 8942a6517043b3b9180b6ceecc394c26b1684130ce6b940219fee23b6667b9ee,SEE_EVIDENCE_PATH_HASH_COLUMN,host static context/user analysis,catalog classification=evidence insufficient,device mutation=none,"OOBE context and user-scope sinks are identified, but exact numeric user and ordinary caller acceptance are not closed",not a new reachability assertion,evidence insufficient,CATALOG_ONLY,host-only data-flow/user mapping; do not activate OOBE or change setup state,HOST_ONLY catalog; no new device action
6SI,P6-DUP-01,Cross-phase repeated read-only guards and duplicate runs,findings/phase-6ay-evidence-index.md / 62271543b94d3844f718779329795fee9ef2f324f9b2bc381756623c8e161d84,SEE_EVIDENCE_PATH_HASH_COLUMN,read-only dumps/hash verification,catalog classification=duplicate,device mutation=none,"same build fingerprint, Fire HOME priority, service visibility, user list, package state, and rollback guards recur across many phase6 runs",not a new reachability assertion,duplicate,CATALOG_ONLY,select one canonical run per build/state; repeat only after a documented prerequisite changes,HOST_ONLY catalog; no new device action
6SI,P6-REFUSED-01,All explicit refusal/non-execution records,findings/phase-6r-evidence-index.md / fc51d7b8fe40f7c5eb8f89f40ef0bfe187f02b64637fdcc07168f7443e295b6c,SEE_EVIDENCE_PATH_HASH_COLUMN,host catalog of saved metadata/reports,catalog classification=rejected by safety boundary,device mutation=none,"private Binder, driver ioctl, OTA/recovery, partition, root/exploit, guessed transaction, and unsafe payload tests are recorded as not performed or rejected",not a new reachability assertion,rejected by safety boundary,CATALOG_ONLY,remain refused; only host-only static/read-only artifact analysis is safe,HOST_ONLY catalog; no new device action
