"record_id","record_type","surface","artifact_or_entry","caller","gate","identity_or_user_scope","sink","runtime_or_result","missing_edge","classification","confidence","evidence","next_safe_step"
"P20C-009","driver","Amazon diagnostic/test service","amzn_drv_test absent from trona_defconfig; official Image amzn_drvs marker count zero; separate meta_tst service is shipped","Shipped /vendor/bin/meta_tst is a concrete diagnostic ELF; no production ELF proc writer for amzn_drv_test test-index dispatcher | meta_init.rc users radio/system/wifi; domain meta_tst; this does not establish amzn_drv_test route","meta_tst_exec file context and meta_tst process type are present; no /proc/amzn_drvs node metadata | CIL init→meta_tst_exec transition and broad meta_tst device/sysfs/debug permissions; no amzn_drv_test proc TE closure","meta_init.rc users radio/system/wifi; domain meta_tst; this does not establish amzn_drv_test route","diagnostic/hardware state; no confirmed package/HOME sink","meta_tst factory/USB/sensor diagnostic operations; amzn_drv_test factory-reset/RTC branches remain unshipped-bounded","map meta_tst API inputs to exact driver sinks; final object/DTB and policy for any amzn_drv_test proc route","BOUNDED_NEGATIVE_PLUS_SHIPPED_DIAGNOSTIC","Disproved","artifacts/phase6nd-amzn-drv-test-image-marker-20260810-01/phase6nd-image-marker-audit.md; artifacts/phase6c/phase6c-image-policy-extract-20260804-06/vendor/etc/init/hw/meta_init.rc:639-641; vendor_file_contexts:15; vendor_sepolicy.cil:5467-5473; work/luna_worker_phase19_driver_audit_20260810.csv 19C-C10","Join selected object/DTB and policy offline; do not open or ioctl a device node"
"P20C-010","driver","Amazon liquid detection sysfs","CONFIG_AMAZON_LD/SWITCH retained; amzn_ld sysfs stores in source","No shipped native ELF string/callsite for stop_detection/ctrl_mode/threshold/sleep_interval | UID/domain UNKNOWN; LiquidDetectionService source/service context is not a driver sysfs writer proof","source attrs mode 0664; final sysfs owner/mode/label unresolved | no sysfs file_contexts/genfscon or domain-specific write allow joined","UID/domain UNKNOWN; LiquidDetectionService source/service context is not a driver sysfs writer proof","liquid-detection/USB/thermal state; no package/HOME sink","sysfs store operations controlling liquid/USB behavior","selected DTB/object, sysfs label/mode/TE, concrete native or HAL writer and sink","UNKNOWN","Hypothesis","work/luna_worker_phase19_driver_audit_20260810.csv 19C-C11; work/ps7331-kasan-tree-20260810/platform/kernel/mediatek/mt8183/4.4/arch/arm64/boot/dts/mediatek/trona_proto.dts:1780-1784; artifacts/phase6aq/service-context-audit-20260805-03/service-context-matrix.csv","Join selected object/DTB and policy offline; do not open or ioctl a device node"
"P20D-FOSINIT-001","reconciliation","complete fosinit callback/receiver/policy fan-out","Phase 6UQ; Phase 7-19 callback and broad-surface closures","historical tests only","artifacts/phase6jd-fosinit-20260808-01/extraction-manifest.tsv; artifacts/phase6h/.../fosinit-edges.csv; artifacts/phase6k/.../service-surface.csv; artifacts/phase6l/.../contract-methods.csv; artifacts/phase6mv-runtime-report-20260810-02/runtime-summary.csv; no command run in Phase 20D","P6-UQ completeness; P6-TM; P6-RS-6SQ; Phase 7-19 reports; no complete 244-entry fan-out test ID","Join registration to implementation, local gate, caller and package/component/HOME/settings/user/OTA sink; distinguish listing from reachability","HOST_ONLY_RERUN","callback-by-callback source join; sender identity; method-local gate; effect sink","RECONCILED_NO_REPEAT","Confirmed","P6-UQ completeness; P6-TM; P6-RS-6SQ; Phase 7-19 reports; no complete 244-entry fan-out test ID","Do not invoke any callback, receiver, Binder service, broadcast, OTA or package/settings writer"
"P20D-VENDING-002","reconciliation","Vending LauncherConfigurationReceiver token/creator path and DSE g() branch","Phase 6PZ residual follow-up; not an independent Phase 19 candidate","historical tests only","artifacts/phase6mb-vending-static-20260810-01/manifest-print.txt; artifacts/phase6ps-vending-receiver-20260810-01/LauncherConfigurationReceiver.java; artifacts/phase6k/readonly-device-20260805-01/preferred_activities.stdout.txt; no broadcast/bind executed","P6PZ Vending follow-up; receiver registration observation; recovered LauncherConfigurationReceiver.java; DseService.java with g() partial/duplicated branch","Confirm token/creator/setup and DSE caller/package gates; bound downstream to restore metadata/browser/search/secure-settings, not HOME","HOST_ONLY_RERUN; live trigger RISK_REJECTED","Exact g() branch equivalence; complete creator/package authorization join","RECONCILED_NO_REPEAT","Confirmed","P6PZ Vending follow-up; receiver registration observation; recovered LauncherConfigurationReceiver.java; DseService.java with g() partial/duplicated branch","Do not construct PendingIntent, send broadcast, bind/call DSE or change secure settings/default browser"
"P20D-ION-003","reconciliation","ION top-level process and loader provenance","Phase 5 library-only; Phase 6 driver policy; Phase 9 ELF; P6-TM-B loader graph","historical tests only","Preserved ELF DT_NEEDED/relocation/nm/objdump; init/VINTF/file-context/SELinux artifacts; host parser inputs; no device node operation","Phase 9 ELF inventory; work/luna_worker_phase6tn_ion_loader_graph_20260810.csv; work/luna_worker_phase6tk_ion_process_provenance_20260810.md; no Phase 19 process-provenance test ID","Map named process/domain to loader/dlopen and potential /dev/ion consumer; distinguish policy allow from invocation","HOST_ONLY_RERUN; runtime node observation RISK_REJECTED","Complete dlopen targets; init/service ownership; runtime node/call evidence; downstream effect","RECONCILED_NO_REPEAT","Confirmed","Phase 9 ELF inventory; work/luna_worker_phase6tn_ion_loader_graph_20260810.csv; work/luna_worker_phase6tk_ion_process_provenance_20260810.md; no Phase 19 process-provenance test ID","Do not open/read/write/ioctl /dev/ion, CMDQ, M4U, gsensor or any driver node"
"P20D-DENYLIST-004","reconciliation","live persisted PackageManagerDenyList membership evidence boundary","Phase 6PW/7E provenance; resource static closure; no live content artifact","historical tests only","artifacts/phase6ap/denylist-resource-closure-20260805-01/; extracted fireos-res.apk/raw JSON; saved live metadata stdout/hash; no ADB/pull/read in Phase 20D","P6PW; Phase 7E; protected rejection captures; no live DenyListKeyPackages content read","Preserve exact distinction between resource membership, live persisted membership, and observed rejection","SAFE_READONLY host artifact/hash comparison only; live privileged read RISK_REJECTED","Live persisted set content / privileged capture is absent","RECONCILED_NO_REPEAT","Confirmed","P6PW; Phase 7E; protected rejection captures; no live DenyListKeyPackages content read","Do not read, chmod, refresh, replace or trigger Arcus/system-owned deny-list; no privileged Binder/root route"
"P20E-001","provenance","PS7331 GPL outer source","firmware/original/Fire_HD10-7.3.3.1-20250617.tar.bz2","host-side provenance","official source archive; 35 members; EOF true","Fire OS 7.3.3.1 / PS7331","artifact identity only","Supports PS7331 source provenance only","Version/path provenance is not runtime reachability","EXACT_PS7331_SOURCE","Confirmed","firmware/original/Fire_HD10-7.3.3.1-20250617.tar.bz2","Keep PS7331 and saved PS7330 runtime provenance separate"
"P20E-002","provenance","PS7331 platform nested source","firmware/extracted/PS7331-SOURCE-20250617/platform.tar","host-side provenance","138574 members; kernel/device/platform scope; no complete framework/base or init source","PS7331 / trona / MT8183","artifact identity only","Does not support complete Amazon userspace source conclusion","Version/path provenance is not runtime reachability","EXACT_PS7331_SOURCE_SCOPE","Confirmed","firmware/extracted/PS7331-SOURCE-20250617/platform.tar","Keep PS7331 and saved PS7330 runtime provenance separate"
"P20E-003","provenance","PS7331 FireOS nested source","firmware/extracted/PS7331-SOURCE-20250617/fireos.tar","host-side provenance","53549 members; limited FireOS/GPL scope; no complete init/framework source","PS7331 / Fire OS 7.3.3.1","artifact identity only","Does not support private framework or post-install source provenance","Version/path provenance is not runtime reachability","EXACT_PS7331_SOURCE_SCOPE","Confirmed","firmware/extracted/PS7331-SOURCE-20250617/fireos.tar","Keep PS7331 and saved PS7330 runtime provenance separate"
"P20E-004","provenance","PS7331 futex/rtmutex source","firmware/extracted/PS7331-SOURCE-20250617/platform/kernel/mediatek/mt8183/4.4/{kernel/futex.c","host-side provenance","PS7331 kernel source family","ca9140bac21e62154462315abc9f047f5f69dff4a12d8a03d88986ba54ca7a96;6cb5442a765b69fa74c8c87b3fa8f44ce1cbb67eec45db3290e512f38eb75dde","artifact identity only","PS7331_SOURCE_KERNEL","Version/path provenance is not runtime reachability","MT8183 4.4 kernel source","Probable","firmware/extracted/PS7331-SOURCE-20250617/platform/kernel/mediatek/mt8183/4.4/{kernel/futex.c","Keep PS7331 and saved PS7330 runtime provenance separate"
"P20E-005","provenance","PS7331 boot/kernel/Image","firmware/extracted/PS7331/{boot.img","host-side provenance","cf12e5619d635ecf7927784a4ed15a254a96c1642d1db9e4ca6734b192d6fa1b;a608a5f99c155dc8e8b12b308528cbd17175b47199985d017613f9e2fbb1edba;10638df8d43c83e0799bfe071ef29a8069ad909b320536cff6b58ee5e1efea7d","boot_unpacked/Image}","artifact identity only","extracted signed/reference boot artifacts","Version/path provenance is not runtime reachability","PS7331.4463N / trona / 2024-08-01","Probable","firmware/extracted/PS7331/{boot.img","Keep PS7331 and saved PS7330 runtime provenance separate"
"P20E-006","provenance","PS7331 OTA container","firmware/original/update-kindle-Fire_HD10-PS7331_user_4463_0031575863172.bin","host-side provenance","official full BLOCK OTA; not executed","PS7331.4463N / trona / 2024-08-01","artifact identity only","No PS7330 OTA acceptance or install conclusion","Version/path provenance is not runtime reachability","EXACT_PS7331_OTA","Confirmed","firmware/original/update-kindle-Fire_HD10-PS7331_user_4463_0031575863172.bin","Keep PS7331 and saved PS7330 runtime provenance separate"
"P20E-007","provenance","OTA updater members","firmware/extracted/PS7331/META-INF/com/google/android/{update-binary","host-side provenance","PS7331 OTA","02643fa987778361742a5ecaa601034b7f20a55df9bacc58ec8bbcdcd8ac896b;4a61d66754187a5b84f173ad7bc50216b00969743ce3193346762613615ac248","artifact identity only","PS7331_STATIC_CAPABILITY","Version/path provenance is not runtime reachability","static updater contract only","Strong evidence","firmware/extracted/PS7331/META-INF/com/google/android/{update-binary","Keep PS7331 and saved PS7330 runtime provenance separate"
"P20E-008","provenance","OTA/build properties","firmware/extracted/PS7331/{ota.prop","host-side provenance","Fire OS 7.3.3.1; PS7331.4463N; trona; fingerprint PS7331.4463N/0031575863040; patch 2024-08-01","f91b4c792339c605d81a2d6d5e819fee5d522a7514111daa1468717e07319ded;068b257362514773113671a7be67ff1288c484382ee43694872a19dbcb93e15e","artifact identity only","EXACT_PS7331_IDENTITY","Version/path provenance is not runtime reachability","PS7331 metadata/property payload","Probable","firmware/extracted/PS7331/{ota.prop","Keep PS7331 and saved PS7330 runtime provenance separate"
"P20E-009","provenance","PS7331 selected framework/services","firmware/extracted/PS7331/selected/system/framework/{framework.jar","host-side provenance","fosservices.jar}","fosframework.jar","artifact identity only","PS7331 extracted payload / trona","Version/path provenance is not runtime reachability","1c16f5976318fadcf7add92c518a93896f99e2a78f742b7347d8539103264882;1c16f5976318fadcf7add92c518a93896f99e2a78f742b7347d8539103264882;ef1491b8850be6d6cab0101d6b4fcf34e1dabb13cd2d08e3d72e615ddb21d188;364603c0228058973ed976ff1bef51c3cab2fa8fc163ec63c727157bb92dec96","Probable","firmware/extracted/PS7331/selected/system/framework/{framework.jar","Keep PS7331 and saved PS7330 runtime provenance separate"
"P20E-010","provenance","PS7331 compiled framework/services","firmware/extracted/PS7331/compiled-02/system/framework/{oat/arm64/services.vdex","host-side provenance","fosservices.odex","fosservices.vdex","artifact identity only","boot-fosframework.vdex}","Version/path provenance is not runtime reachability","boot-framework.vdex","Probable","firmware/extracted/PS7331/compiled-02/system/framework/{oat/arm64/services.vdex","Keep PS7331 and saved PS7330 runtime provenance separate"
"P20E-011","provenance","device-pulled framework/services comparison set","firmware/manifests/ARTIFACT-20260803-01/02/command_manifest.tsv and artifacts/{framework","host-side provenance","2026-08-03 device pull; saved baseline PS7330","1c16f5976318fadcf7add92c518a93896f99e2a78f742b7347d8539103264882;1c16f5976318fadcf7add92c518a93896f99e2a78f742b7347d8539103264882;fd57eea7793993361b3811651a905ea6be34f5c7a72b1fcea81cf798d0e3f481;364603c0228058973ed976ff1bef51c3cab2fa8fc163ec63c727157bb92dec96;06cb78333df89d97da741b921d7c62680b4a931aade45b83581b39d498cdbdc4;584673e398894936dcba7a79c07d1f5abda7f2d03b3e36bd1792f764dd4dcffa;9a160fc8d64b147beb3c19a16bbf40a9ccc2007c3d595092d15ae4437dfc6404;d91bb12295e9ac55da414347643ff0e880e431eedc675f0944ad3f30cae06714","artifact identity only","PS7330_RUNTIME_CAPTURE","Version/path provenance is not runtime reachability","device runtime capture manifest","Probable","firmware/manifests/ARTIFACT-20260803-01/02/command_manifest.tsv and artifacts/{framework","Keep PS7331 and saved PS7330 runtime provenance separate"
"P20E-012","provenance","existing reports and scope reconciliation","work/luna_worker_phase6mv_gpl_ota_inventory_20260810.md;work/luna_worker_continuation_inventory_20260810.md;findings/project-inventory.md;work/luna_worker_phase6ug_permission_parser_20260810.md","host-side provenance","source and artifact reports","PS7331 source/OTA plus PS7330 device-pull provenance","artifact identity only","Phase 6UG exact-build wording requires P20E-011 path provenance qualifier","Version/path provenance is not runtime reachability","REPORTS_ALIGNED_WITH_PROVENANCE_SPLIT","Probable","work/luna_worker_phase6mv_gpl_ota_inventory_20260810.md;work/luna_worker_continuation_inventory_20260810.md;findings/project-inventory.md;work/luna_worker_phase6ug_permission_parser_20260810.md","Keep PS7331 and saved PS7330 runtime provenance separate"
