surface_family,source_csv,source_sha256,evidence_id,package/class/method,source path and line/offset,caller,gate,identity,sink,confidence,bounded limitations,id,source_or_anchor,input_sha256,gate_or_input,privileged_sink,scope,assessment,surface,source_path,evidence_record,test_id,area,duplicate_family,test_condition,observed_result,status,evidence_paths_hashes,next_safe_static_readonly_target
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-KFT-CHILD,child/KFT,child-lifecycle,historical child/Tahoe/KFT lifecycle with switch-back and final guards,Tahoe can be child HOME; KFT writer follows target UserInfo.id; User-0 Fire remained after switch-back,CONFIRMED,findings/phase-6ay-kft-child-user-evidence-index.md (fb98b6a05b2966258454aa3ea58aaadefb9c4f04e14ecbf0592e61858611a2ad); adb/phase6bk/; adb/phase6cb/; adb/phase6di/,"Join saved UserInfo IDs, package/HOME snapshots, and static tx3 caller paths"
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-KFT-BROAD-HOME,child/KFT,child-lifecycle,interpret child writer as User-0 launcher replacement,saved evidence attributes the write to child/profile scope and preserves User-0 Fire,DISPROVED,findings/phase-6ay-kft-child-user-evidence-index.md; findings/phase-6kv-evidence-index.md (0feb756d0b18480ecc49d84dbc38f9c4446baeb4aed36f1acef3401fdc886bf4),Static caller/holder/user-scope join only; no tx3 or child replay
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-KFT-SERVICE,private service lookup,service-visibility,saved service list/check/find lookups as shell,"private service names may be visible, but shell lookup did not yield a callable handle and no transaction was issued",REJECTED_RISK,findings/phase-6ay-kft-device-verification-evidence-index.md (62271543b94d3844f718779329795fee9ef2f324f9b2bc381756623c8e161d84); adb/phase6q/; adb/phase6bk/,Map registration/classes to clients offline; do not guess transactions
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-DPM,DPM/Profile Owner/Backup,DPM-passive,saved owner/admin/UID and passive backup/profile observations,trusted DPM/PMS writer path is gated; no active backup restore writer or ordinary relay was shown,CONFIRMED,adb/phase6dt/; adb/phase6di/; findings/phase-6qe-report.md,Search preserved manifests and caller graphs for a legitimate relay; no owner provision/remove
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-SETTINGS-OVERLAY,Settings/Overlay,settings-home,"saved Settings/framework resources, overlays, and UI evidence","resource/UI surfaces are bounded, but runtime default-home selection and an unindexed writer are not closed",UNKNOWN,artifacts/settings/; artifacts/overlays/; findings/phase-6rs-ru-report.md,Offline resource/overlay diff and UI-dump citation join
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-PREWARM,non-Launcher privileged sink,prewarm,static AmazonActivityManager prewarm caller/gate audit,"APP_PREWARM gate and privileged Alexa caller are confirmed; downstream identity, user scope, and sensitive sink are missing",UNKNOWN,findings/phase-6bb-evidence-index.md (42c59265cdd0daa4275a030d8adf1c221ddc111320f72abb7611b7ba67e29bd0); artifacts/phase6bb/,Complete host-only caller→permission→user→sink table
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-PMS-HOME,package/HOME writer,writer-inventory,static PMS/Amazon PM graph joined with saved HOME observations,KFT is the only closed launcher-specific Amazon writer found; no low-privilege User-0 Fire writer in bounded corpus,DISPROVED,findings/phase-6kv-evidence-index.md (0feb756d0b18480ecc49d84dbc38f9c4446baeb4aed36f1acef3401fdc886bf4); findings/phase-6mw-evidence-index.md,Close complete production caller/holder/user mapping offline
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-OTA-OOBE,OTA/OOBE,lifecycle-sink,"static receivers, protected broadcasts, OOBE settings, and saved read-only baseline",lifecycle sinks exist behind protected/signature/phase gates; no ordinary delivery or exact user/caller chain was observed,UNKNOWN,findings/phase-6r-evidence-index.md (fc51d7b8fe40f7c5eb8f89f40ef0bfe187f02b64637fdcc07168f7443e295b6c); findings/phase-6mn-evidence-index.md (8942a6517043b3b9180b6ceecc394c26b1684130ce6b940219fee23b6667b9ee); artifacts/phase6u/,"Join preserved context/user/caller data; no broadcast, OTA, or reboot"
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-UPDATER,OTA/updater,partition-writer,static updater/block-image/cache/dispatch audits,"real writer/control flow is documented, but ordinary caller, authorization bypass, runtime traversal, and partition effect are unproven",UNKNOWN,findings/phase-6ne-evidence-index.md (67797e0eab6bb5d3fcf3dd991318a62f76c2ae5a4dd807bed38c89405c73e293); artifacts/phase6mm-updater-blockimage-20260810-01/,"Verify archive EOF, source CFG, and caller provenance offline"
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-DRIVER,driver/ION,driver-policy-and-native,static source/ioctl/ELF/SELinux/policy review; no node operation,"conditional capabilities and library/policy edges exist; retail client, process/domain, node gate, active branch, and sensitive effect are unjoined",UNKNOWN,findings/phase-6qe-evidence-index.md (9d7422fc5299f5b73eb25fee43f3e95cddd7869b25f270181ccf06f144ad0ed5); artifacts/phase6tn-*/; adb/phase6qe/,"Join exact image marker, DT_NEEDED/relocations, domain policy, and saved metadata"
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-H2,H2 service permission,H2-BIND-SERVICE,host-only permission/manifest/caller provenance review,"custom permission is signature-gated; holder/grant, compatible production requester, Binder identity, and sink remain unknown",CONFIRMED,work/luna_worker_phase6tm_h2_permission_20260810.csv; source hash 3913d9157e16b7ff3e99f8df3ce21824cb650688a6be3173b2cd4c0fffb30a35,"Map owner, grant, requester signature, and downstream user/profile sink offline"
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-SERVICE-VISIBILITY,service lookup,public-private-boundary,saved service list/check/find and AVC records,name visibility is confirmed; shell did not obtain method-level private-service reachability,CONFIRMED,adb/phase6q/PHASE6Q-RO-20260805-01/; adb/phase6bd/; AVC hash d436542564947472c1b2481519312542d7d1053512b9cb47c68abbb981e0b0a4,Compare saved AVC/service outputs and map registration classes; no Binder call
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-PI,PendingIntent/cross-user,untrusted-smoke,bounded untrusted-app PendingIntent smoke,protected cross-user/lock or launcher-state route was not established; scope does not cover private Binder,DISPROVED,findings/phase-6a-untrusted-app-pi-smoke-evidence-index.md (4c3f35d7147e3785e82621c86fbd39463d7a39140704cfc9cad80cd2c8d471e2),Offline caller/permission matrix; do not broaden to private calls
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P5-LOWLEVEL,root/exploit/kernel,low-level-boundary,host source/config plus saved read-only probes,source candidates and gates were reviewed; no confirmed retail privilege transition or sensitive sink,UNKNOWN,findings/phase-5-evidence-index.md (74417961d2352883022fd69306b131dfd374e650bfc14f5238055cbf817128b9); logs/requeue-pi-*/,Compare source/config/layout/hash provenance only; no exploit or ioctl
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P5-OTA-ROOT,OTA/recovery/root,high-impact-refusal,"root, bootloader, recovery, OTA payload, partition, and guessed private transaction routes",not performed by safety boundary; absence of execution is not a runtime negative,REJECTED_RISK,findings/phase-5-exact-ota-and-boot-chain-evidence.md; findings/phase-5-low-level-inventory.md; work/luna_worker_phase6sx_evidence_audit_20260810.md,Offline metadata/hash/EOF/provenance review only
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-DUPLICATES,all prior attempts,duplicate-family,"same-build/state resolver, package, user, service, accessibility, and final-guard captures",repeated captures corroborate state but add no caller→gate→sink evidence,CONFIRMED,work/luna_worker_phase6si_test_catalog_20260810.md; work/luna_worker_phase6te_test_audit_20260810.md; work/luna_worker_phase6tr_test_reconciliation_20260810.md,"Canonicalize by build, user topology, candidate set, and mutation condition"
6UL historical test reconciliation,work/luna_worker_phase6ul_test_reconciliation_20260810.csv,6de2b11fc924413e4a33cdcfdba99353785f1f66826d875db3fe46bc4b36416b,,,,,,,,,,,,,,,,,,,,P6-GLOBAL-GAP,overall privilege sink,caller-gate-sink-closure,all preserved prior attempts across launcher and non-launcher surfaces,no bounded corpus row closes ordinary caller→accepted privileged identity→User-0 HOME/package/root/partition sink,UNKNOWN,work/luna_worker_phase6sx_evidence_audit_20260810.md; work/luna_worker_phase6td_unintegrated_evidence_20260810.csv,Perform only host-side source/caller/permission/user/sink joins and evidence hash checks
