evidence_id,phase,surface,source,caller,gate,identity_scope,sink,observed_effect,confidence,evidence_file,evidence_sha256,status,scope
6XG-005,6XG-GPL,uinput native/SELinux caller join negative,Existing exact-build native inventory and extracted vendor policy were scanned for a path-specific /dev/uinput caller and uinput node type/allow; no tuple found,No exact shipped ELF open/write/ioctl caller; no uinput-specific file-context/allow tuple identified in bounded artifacts,Inventory/policy absence is a negative join only; it does not prove node absence or denial,"No package, UID, or SELinux domain established",No confirmed input-injection or package/HOME effect from shipped native code,Precise negative for caller/policy closure; source capability remains 6XG-001,medium,artifacts/phase5/phase5cs-native-analysis-20260804-01/native-inventory.csv,9d1313d25cb45492d5656d03f05b7e60f5d037ccef15c20d9edec5e0fdbf17f9,PRECISE_NEGATIVE,previous public Phase 6X corpus
6Y-001,6Y-PERM,permission-definition,android.amazon.perm declares com.amazon.tv.developer.sdk.personalization.USE_SDK,unknown/no bounded requester,manifest declaration only; no service-side check joined; protection=0x0 (normal),owner android.amazon.perm sharedUserId=android.uid.system; holder/grant not established,none joined in bounded exact manifests/disassembly,no observed effect; low protection is a static candidate only,high declaration; low reachability,artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/018_android.amazon.perm.xmltree.txt,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,NEW_STATIC_LOW_PROTECTION_NO_SINK,previous public Phase 6X corpus
6Y-002,6Y-PERM,permission-definition,android.amazon.perm declares com.amazon.tv.developer.sdk.content.USE_SDK,unknown/no bounded requester,manifest declaration only; no service-side check joined; protection=0x0 (normal),owner android.amazon.perm sharedUserId=android.uid.system; holder/grant not established,none joined in bounded exact manifests/disassembly,no observed effect; low protection is a static candidate only,high declaration; low reachability,artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/018_android.amazon.perm.xmltree.txt,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,NEW_STATIC_LOW_PROTECTION_NO_SINK,previous public Phase 6X corpus
6Y-003,6Y-PERM,permission-definition,android.amazon.perm declares com.amazon.mw.permission.PLUGIN,unknown/no bounded requester,manifest declaration only; no service-side check joined; protection=0x1 (dangerous),owner android.amazon.perm sharedUserId=android.uid.system; holder/grant not established,none joined in bounded exact manifests/disassembly,no observed effect; dangerous protection is a static candidate only,high declaration; low reachability,artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/018_android.amazon.perm.xmltree.txt,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,NEW_STATIC_LOW_PROTECTION_NO_SINK,previous public Phase 6X corpus
6Y-004,6Y-PERM,permission-definition,android.amazon.perm declares com.amazon.mw.permission.PLUGIN_CONSUMER,unknown/no bounded requester,manifest declaration only; no service-side check joined; protection=UNKNOWN (no protectionLevel attribute in bounded declaration),owner android.amazon.perm sharedUserId=android.uid.system; holder/grant not established,none joined in bounded exact manifests/disassembly,no observed effect; protection level cannot be safely decoded from this record,medium declaration; low reachability,artifacts/phase6bk/protected-broadcast-union-20260810-02/manifests/018_android.amazon.perm.xmltree.txt,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,NEW_STATIC_DEFINITION_NO_SINK,previous public Phase 6X corpus
6Z-001,6Z-COMPONENT,OOBE-OTA-receiver,com.amazon.kindle.otter.oobe.BootAfterSystemOTAReceiver,SystemServer AmazonPackageManagerService.onBootPhase-550 plus PMS.isUpgrade,protected RECEIVE_BOOT_AFTER_SYSTEM_OTA plus receiver action-OOBE-retail-demo guards; action=com.amazon.intent.action.BOOT_AFTER_SYSTEM_OTA,system-server Context user-derived; numeric user UNKNOWN,PackageHelper.enableComponent to OobeHomeActivity plus OOBEActivationHelper,Enables OOBE activity and enters guarded OOBE activation; no proven Fire Launcher HOME setter,high,artifacts/phase6j/ota-oobe-ps7331-jadx-20260805-01/sources/com/amazon/kindle/otter/oobe/BootAfterSystemOTAReceiver.java:27-61,c29b32bf6874b245859357d926773193c15771a6eb254f97edac57541ae5cb90,STATIC_CONFIRMED_NUMERIC_USER_UNKNOWN,previous public Phase 6X corpus
6Z-002,6Z-COMPONENT,OOBE-settings,com.amazon.kindle.otter.oobe.commons.OOBEActivationHelper,BootAfterSystemOTAReceiver guarded lifecycle sender,protected OTA lifecycle plus incremental-OOBE branch; no ordinary caller path; action=guarded BootAfterSystemOTA branch,ContentResolver user inherited from receiver Context; numeric user UNKNOWN,SettingsDBUtils to Settings.Secure-Global user_setup_complete=0 and isOOBEActive=1,Mutates setup-OOBE state only when lifecycle guard passes; no HOME or preferred-package sink,high,artifacts/phase6j/ota-oobe-ps7331-jadx-20260805-01/sources/com/amazon/kindle/otter/oobe/commons/OOBEActivationHelper.java:29-34;53-56,6ebcb7eef7a03459a76b9c21cd59b61a30947f2b00a5624a4646825b8e3223d2,STATIC_SINK_CONFIRMED_EXACT_USER_UNKNOWN,previous public Phase 6X corpus
6Z-003,6Z-COMPONENT,exported-receiver,com.amazon.dcpms.fos.service.lifecycle.pca.profileswitch.PCAActiveProfileReceiver,upstream producer UNKNOWN; exported entry has no component permission in saved manifest,manifest action gate plus PROGRAM_ID and PACKAGE_NAME extras; action=com.amazon.device.ACTION_ACTIVE_PROFILE_UPDATED,receiver application user scope and cross-user acceptance UNKNOWN,CDE profile type and OS user type and active-app list persistence to DeviceExperienceModeEvaluator.evaluate,Updates DCPMS policy state; no SettingsProvider PMS HOME package-state or OTA sink,medium,artifacts/phase6bk/protected-broadcast-expanded-20260810-01/manifests/010_com.amazon.dcpms.fos.service.xmltree.txt:115-122,9e3446c250d89a274ddf9438742d04e04950c9ce7d5b1b48beb318449b120fd4,STATIC_EXPORTED_POLICY_SINK_CALLER_UNKNOWN,previous public Phase 6X corpus
6Z-004,6Z-COMPONENT,exported-protected-action-receiver,com.amazon.dcpms.fos.service.lifecycle.device.userswitch.DeviceUserSwitchReceiver,system/framework USER_SWITCHED producer,protected USER_SWITCHED gate; ordinary sender not established; action=android.intent.action.USER_SWITCHED,receiver user and profile scope UNKNOWN,CDE PCA-profile and OS-user persistence plus child active-app-list clear to evaluator,Updates policy and profile state; no HOME PMS package-state or OTA sink,high,artifacts/phase6bk/protected-broadcast-expanded-20260810-01/manifests/010_com.amazon.dcpms.fos.service.xmltree.txt:105-113,9e3446c250d89a274ddf9438742d04e04950c9ce7d5b1b48beb318449b120fd4,STATIC_PROTECTED_ACTION_POLICY_SINK_CALLER_UNKNOWN,previous public Phase 6X corpus
6Z-005,6Z-COMPONENT,exported-permissioned-receiver,com.amazon.dcpms.fos.service.lifecycle.device.userswitch.AccountPropertyChangeReceiver,producer UNKNOWN,caller must satisfy AmazonAccountPropertyService.property.changed; permission protection and holder UNKNOWN; action=com.amazon.dcp.sso.action.AmazonAccountPropertyService.property.changed,receiver user scope UNKNOWN,CDE profile type and OS-user persistence to evaluator,Policy persistence and evaluation only; no HOME PMS package-state or OTA sink,medium,artifacts/phase6bk/protected-broadcast-expanded-20260810-01/manifests/010_com.amazon.dcpms.fos.service.xmltree.txt:94-103,9e3446c250d89a274ddf9438742d04e04950c9ce7d5b1b48beb318449b120fd4,STATIC_PERMISSION_HOLDER_UNKNOWN,previous public Phase 6X corpus
6Z-006,6Z-COMPONENT,exported-permissioned-receiver,com.amazon.dcpms.fos.service.lifecycle.device.sync.GlobalContentSyncEventReceiver,producer UNKNOWN,GLOBAL_SYNC required; holder-protection and caller route UNKNOWN; action=com.amazon.intent.SYNC,receiver exact user scope UNKNOWN,JobIntentService to GlobalContentSyncEventService to ArcusSyncService.syncCDEPolicy,Triggers CDE policy sync; no OTA recovery HOME or PMS package-state sink,medium,artifacts/phase6bk/protected-broadcast-expanded-20260810-01/manifests/010_com.amazon.dcpms.fos.service.xmltree.txt:145-153,9e3446c250d89a274ddf9438742d04e04950c9ce7d5b1b48beb318449b120fd4,STATIC_PERMISSION_HOLDER_UNKNOWN,previous public Phase 6X corpus
6Z-007,6Z-COMPONENT,ProductPolicy-system-server-init,ProductPolicyService via productpolicyservice_fosinit.xml,init and system-server loader,registered in-process fosinit; no exported app component or external caller evidence; action=init service registration,system-server service identity; Binder publication and caller gate UNKNOWN,ProductPolicy service registration only; no verified HOME package Settings or OTA sink in bounded corpus,No exported component observed; service existence is not caller reachability,medium,artifacts/phase6bg-product-policy-readonly-20260805-01/productpolicyservice_fosinit.stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,STATIC_REGISTRATION_ONLY_CALLER_AND_SINK_UNKNOWN,previous public Phase 6X corpus
6Z-008,6Z-COMPONENT,Settings-HOME-resource-and-PMS-state,default_home plus config_show_default_home=true plus per-user preferred-activities,Settings UI or shell read path; no new writer established,DefaultHomePreferenceController resource gate; normal dashboard omits default_home; set-home-activity is existing writer boundary; action=android.intent.action.MAIN plus CATEGORY_HOME,per-user PMS Settings state; exact shell authorization is existing PMS gate; no new caller route,com.android.server.pm.Settings preferred-activities and persistent-preferred-activities plus effective HOME resolver,Existing HOME resolver and preferred-state divergence only; no new shell-writable Settings or DeviceConfig key,high,work/luna_worker_settings_home_resource_followup_20260810.md,UNKNOWN_REPORT_FILE_HASH,CONFIRMED_EXISTING_BOUNDARY_DEDUPED,previous public Phase 6X corpus
6X-LIVE-001,6X-LIVE,device identity,adb read-only snapshot,adb shell getprop,none; observation only,serial G001LT0511550CFT; User 0 current,build fingerprint,PS7331.4463N/0031575863040; incremental 0031575863172; security patch 2024-08-01,Confirmed observation,adb/phase6x/PHASE6X-DEVICE-READONLY-20260810-01/getprop.stdout.txt,9d6158ab236efb6b72489e2109f2220506048f0dc1c77a0230fde41f655e0ea5,OBSERVED_READ_ONLY,previous public Phase 6X corpus
6X-LIVE-002,6X-LIVE,HOME User 0,cmd package resolve-activity,shell read-only query,resolver observation,User 0,formal HOME resolver,com.amazon.firelauncher/.Launcher; priority 50,Confirmed observation,adb/phase6x/PHASE6X-DEVICE-READONLY-20260810-01/home_user0.stdout.txt,MISSING,OBSERVED_READ_ONLY,previous public Phase 6X corpus
6X-LIVE-003,6X-LIVE,HOME candidates User 0,cmd package query-activities,shell read-only query,resolver observation,User 0,candidate set,"Fire 50, Microsoft 0, FallbackHome -1000",Confirmed observation,adb/phase6x/PHASE6X-DEVICE-READONLY-20260810-01/home_candidates_user0.stdout.txt,MISSING,OBSERVED_READ_ONLY,previous public Phase 6X corpus
6X-LIVE-004,6X-LIVE,HOME candidates User 10,cmd package resolve/query-activities,shell read-only query,resolver observation,User 10 test profile,candidate set,FallbackHome only; Fire is user-scoped disabled in saved package dump,Confirmed observation,adb/phase6x/PHASE6X-CURRENT-SCOPE-READONLY-20260810-01/home_user10.stdout.txt,90b0bcbb1461327869dd23bfe630d2c2d01971438248f0f8842bca931b5373af,OBSERVED_READ_ONLY,previous public Phase 6X corpus
6X-LIVE-005,6X-LIVE,Fire Launcher per-user state,dumpsys package com.amazon.firelauncher,shell read-only dump,package-state observation,User 0 enabled=0; User 10 enabled=2,package state,User 0 installed/visible/enabled; User 10 disabled; no cross-user User 0 effect observed,Confirmed observation,adb/phase6x/PHASE6X-CURRENT-SCOPE-READONLY-20260810-01/firelauncher_package.stdout.txt,86b91e5270d8f737609fd64481d9d7414fdcb164a169a936d038dc58450336ef,OBSERVED_READ_ONLY,previous public Phase 6X corpus
6X-LIVE-006,6X-LIVE,preferred HOME record,dumpsys package preferred-xml,shell read-only dump,preferred state observation,User 0 record,ordinary preferred activity,preferred record names com.amazon.firelauncher/.Launcher with MAIN/HOME/DEFAULT filter,Confirmed observation,adb/phase6x/PHASE6X-CURRENT-SCOPE-READONLY-20260810-01/preferred_activities.stdout.txt,7750d564a29046d0eb9e6d5d0565389d38cd5f6b9b4d8010fdf54f5dd667a8c6,OBSERVED_READ_ONLY,previous public Phase 6X corpus
6X2-IPC-001,6X2,IPC,,external dump caller; UID UNKNOWN,android.permission.DUMP protection semantics not re-derived in bounded corpus,default/device settings user; explicit user overload absent,Settings.System.putInt(screen_brightness),POSITIVE sink and gate; NEGATIVE for HOME/package/OTA,UNKNOWN,decompiled/baksmali/vdexExtractor/fosservices/disassembly.log:16376-16534;16413-16464;16519-16524,bd91a9c407c036373a8cf5957e3d7f00846dcd7cd25e24dbdca713fc96ae873a,STATIC_SETTINGS_SINK_NOT_NEW,new Phase 6X2 IPC worker evidence
6X2-IPC-002,6X2,IPC,,remote Binder caller UNKNOWN,com.amazon.alexa.permission.MODE_SWITCH protection level/holder UNKNOWN,USER_CURRENT=-2,SecureSettingsHelper.putIntForUser(orientation_in_previous_mode),POSITIVE,UNKNOWN,decompiled/baksmali/vdexExtractor/fosservices/disassembly.log:29308-29317;29345-29355;29384-29400;29517-29520;29570-29580,bd91a9c407c036373a8cf5957e3d7f00846dcd7cd25e24dbdca713fc96ae873a,STATIC_SETTINGS_SINK_NOT_NEW,new Phase 6X2 IPC worker evidence
6X2-IPC-003,6X2,IPC,,system_server/input-monitor publisher; external caller UNKNOWN,permission and protection UNKNOWN,system/default secure scope; non-user overload,Settings.Secure.putInt(camera_shutter_state),POSITIVE bounded callback sink; NEGATIVE external Binder reachability,UNKNOWN,decompiled/baksmali/vdexExtractor/fosservices/disassembly.log:27078-27265;27426-27435;28453-28456,bd91a9c407c036373a8cf5957e3d7f00846dcd7cd25e24dbdca713fc96ae873a,STATIC_CALLBACK_SINK_NOT_NEW,new Phase 6X2 IPC worker evidence
6X2-IPC-004,6X2,IPC,,external sender UNKNOWN,com.amazon.kindle.otter.oobe.OOBE_PERMISSION protection level and holder UNKNOWN,receiver user scope UNKNOWN,downstream Settings/HOME/package sink not joined,POSITIVE exported declaration; NEGATIVE complete target sink,UNKNOWN,decompiled/jadx/settings/resources/AndroidManifest.xml; artifacts/phase6h/phase6h-framework-ipc-20260804-01/manifest-components.csv:202; artifacts/phase6w/exported-component-audit-20260805-01/high-impact-exported-candidates.csv:56,bd91a9c407c036373a8cf5957e3d7f00846dcd7cd25e24dbdca713fc96ae873a,EXPORTED_PERMISSION_UNKNOWN_NO_NEW_CHAIN,new Phase 6X2 IPC worker evidence
6X2-IPC-005,6X2,IPC,,producer UNKNOWN,com.amazon.dcp.sso.permission.AmazonAccountPropertyService.property.changed protection/holder UNKNOWN,receiver user scope UNKNOWN,CDE/profile persistence and evaluator; no HOME/PMS/OTA sink,POSITIVE policy sink; NEGATIVE target sink,UNKNOWN,artifacts/phase6bk/protected-broadcast-expanded-20260810-01/manifests/010_com.amazon.dcpms.fos.service.xmltree.txt:94-103; work/luna_worker_phase6sv_exported_surface_20260810.csv:4,bd91a9c407c036373a8cf5957e3d7f00846dcd7cd25e24dbdca713fc96ae873a,EXPORTED_POLICY_ONLY_DUPLICATE,new Phase 6X2 IPC worker evidence
6X2-IPC-006,6X2,IPC,,production caller UNKNOWN; test-only callers excluded,register: no local permission; deregister: creator UID equality gate; protection holder UNKNOWN,user scope not explicit; receiver map only,implicit receiver registration map; first package/HOME sink NOT_FOUND,POSITIVE gate markers; NEGATIVE target sink,UNKNOWN,decompiled/baksmali/vdexExtractor/fosservices/disassembly.log:95877-95954;97828-97986; work/luna_worker_amazonpm_caller_inventory_20260810.csv:2-3,bd91a9c407c036373a8cf5957e3d7f00846dcd7cd25e24dbdca713fc96ae873a,PROXY_RESIDUAL_DUPLICATE,new Phase 6X2 IPC worker evidence
6X2-IPC-007,6X2,IPC,,external client UNKNOWN,signature BIND_SERVICE declaration; exact holder/grant join UNKNOWN,trusted adult/child profile scope; exact user data-flow partial,user creation/removal and profile Settings relay; no HOME/PMS component sink,POSITIVE workflow sink; NEGATIVE HOME/package sink,UNKNOWN,artifacts/phase6mc-alta-jadx-20260810-01/sources/com/amazon/alta/h2clientservice/H2ClientService.java:104-126;226-236; artifacts/phase6it-missing-system-apps-20260807-01-files/jadx/sources/com/amazon/alta/h2clientservice/Manifest.java:6-9,bd91a9c407c036373a8cf5957e3d7f00846dcd7cd25e24dbdca713fc96ae873a,EXPORTED_SERVICE_DUPLICATE,new Phase 6X2 IPC worker evidence
6X2-IPC-008,6X2,IPC,,caller/package/account provenance UNKNOWN,o() and qualification gates; exact permission protection UNKNOWN,UserHandle.myUserId plus injected user/profile semantics UNKNOWN,secure-settings-class writer; browser-default/install bookkeeping; no HOME/Fire writer,POSITIVE bounded non-HOME sink; NEGATIVE target sink,UNKNOWN,artifacts/phase6mb-vending-jadx-20260810-01/base/sources/com/google/android/finsky/setup/dse/impl/DseService.java:272-484;576-603; output/tables/phase6qb-residual-inventory.csv:8-12,bd91a9c407c036373a8cf5957e3d7f00846dcd7cd25e24dbdca713fc96ae873a,VENDING_RESIDUAL_DUPLICATE,new Phase 6X2 IPC worker evidence
6X2-OTA-001,6X2,OTA,official OTA ZIP,official OTA ZIP,PS7331.4463N trona release OTA; SHA-256 9f50d2f321f31d2db6bff9bc463cd5faa3597b2fba83d4c35c10ec9d7fbe3cd5,PS7331,,Historical README separately marks installed PS7330 mismatch,UNKNOWN,firmware/manifests/OTA-20260803-01/README.md; firmware/manifests/OTA-20260803-01/sha256sums.txt,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-002,6X2,OTA,ZIP member inventory,ZIP member inventory,META-INF metadata otacert update-binary updater-script; .new.dat.br; transfer lists; boot/images,PS7331,,Traditional signed BLOCK OTA,UNKNOWN,artifacts/phase5/ps7331-ota-metadata-inspection-20260804-01/members.tsv,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-003,6X2,OTA,ZIP member inventory,ZIP member inventory,No payload.bin and no A/B postinstall executable member,PS7331,,Postinstall executable route is negative for package-shape scope,UNKNOWN,artifacts/phase5/ps7331-ota-metadata-inspection-20260804-01/members.tsv,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,NEGATIVE,new Phase 6X2 OTA worker evidence
6X2-OTA-004,6X2,OTA,updater-script assertions,updater-script assertions,Build date and ro.product.device trona assertions,PS7331,,Static script gate only,UNKNOWN,artifacts/phase5/ps7331-ota-metadata-inspection-20260804-01/updater-script.txt,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-005,6X2,OTA,SideloadMetadataChecker.check,SideloadMetadataChecker.check,Version signature-transition product and PVT checks,PS7331,,Transition/downgrade controls are OTASettings gated,UNKNOWN,artifacts/phase6j/phase6j-ota-apk-jadx-ps7331-20260805-01/sources/com/amazon/dcp/ota/SideloadMetadataChecker.java:24-29,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-006,6X2,OTA,SideloadVerifier.verifySideloadWithRecoveryCheck,SideloadVerifier.verifySideloadWithRecoveryCheck,Sanity metadata RecoverySystemWrapper.verifyPackage device state,PS7331,,Platform verifier implementation not present in preserved Java,UNKNOWN,artifacts/phase6j/phase6j-ota-apk-jadx-ps7331-20260805-01/sources/com/amazon/dcp/ota/SideloadVerifier.java:31-58,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-007,6X2,OTA,OSUpdateValidator.validateOSUpdate,OSUpdateValidator.validateOSUpdate,Hash then RecoverySystem.verifyPackage then OSUpdatePropertiesValidator,PS7331,,Call order is exact in source,UNKNOWN,artifacts/phase6j/phase6j-ota-apk-jadx-ps7331-20260805-01/sources/com/amazon/device/software/ota/tasks/validate/OSUpdateValidator.java:73-78,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-008,6X2,OTA,SideloadMover.maybeMoveSideloadFile,SideloadMover.maybeMoveSideloadFile,Basename destination and FileHelper.moveFile,PS7331,,No Java canonicalPath realpath lstat or O_NOFOLLOW marker,UNKNOWN,artifacts/phase6j/phase6j-ota-apk-jadx-ps7331-20260805-01/sources/com/amazon/dcp/ota/SideloadMover.java:31-44,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-009,6X2,OTA,SideloadInstaller.installSideload,SideloadInstaller.installSideload,Metadata/device checks then mover then installOSUpdate,PS7331,,WithoutRecoveryCheck branch is not proof of bypass because normal integrity path is separate,UNKNOWN,artifacts/phase6j/phase6j-ota-apk-jadx-ps7331-20260805-01/sources/com/amazon/dcp/ota/SideloadInstaller.java:65-90,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-010,6X2,OTA,UpdateSystemWrapper.install,UpdateSystemWrapper.install,Path prefix remap settings write then UpdateSystem.install,PS7331,,Recovery/native exec caller remains separate boundary,UNKNOWN,artifacts/phase6j/phase6j-ota-apk-jadx-ps7331-20260805-01/sources/com/amazon/device/framework/UpdateSystemWrapper.java:33-43,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-011,6X2,OTA,OTA controller holders,OTA controller holders,com.amazon.dcp.ota.permission.CONTROLLER and PROCESS_UPDATES protected surface,PS7331,,Holder evidence is privileged/controller capability,UNKNOWN,artifacts/phase6j/ota-controller-holders-manifest-audit-20260805-02/com-amazon-dcp.manifest.txt; com-amazon-otter-forced-ota.manifest.txt,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-012,6X2,OTA,main to block-image registry,main to block-image registry,RegisterBlockImageFunction to RegisterFunction; block_image_update to BlockImageUpdateFn 0x40b8b8,PS7331,,Static registration not execution,UNKNOWN,findings/phase-6mm-updater-blockimage-closure.md; artifacts/phase6mm-updater-blockimage-20260810-01/block-image-registration.csv,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-013,6X2,OTA,PackageExtractFileFn,PackageExtractFileFn,PackageExtractFileFn to ota_open to open and extraction fsync close,PS7331,,Capability not reachability,UNKNOWN,findings/phase-6kt-recovery-verifier-provenance.md,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-014,6X2,OTA,BlockImageUpdateFn to WriteToPartition,BlockImageUpdateFn to WriteToPartition,PerformBlockImageUpdate to WriteToPartition to ota_write to write,PS7331,,No execution or partition write,UNKNOWN,findings/phase-6kt-recovery-verifier-provenance.md; findings/phase-6mm-updater-blockimage-closure.md,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-015,6X2,OTA,updater-script,updater-script,system vendor boot preloader lk tee1 tee2 spmfw sspm_1 cam_vpu1 cam_vpu2 cam_vpu3 and cache blocklist,PS7331,,No arbitrary target conclusion,UNKNOWN,artifacts/phase5/ps7331-ota-metadata-inspection-20260804-01/updater-script.txt,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-016,6X2,OTA,MakeFreeSpaceOnCache,MakeFreeSpaceOnCache,0x417bf0 to __readlink_chk 0x4ce4e8,PS7331,,Callsite is path-related but impact is unknown,UNKNOWN,artifacts/phase6mm-updater-blockimage-20260810-01/canonicalization-call-sites.csv; findings/phase-6mm-updater-blockimage-closure.md,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-017,6X2,OTA,selected direct-call graph,selected direct-call graph,No selected direct edge from readlink helper to extraction/block-image/write sinks,PS7331,,Not binary-wide absence and not traversal proof,UNKNOWN,findings/phase-6mm-updater-blockimage-closure.md,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,NEGATIVE,new Phase 6X2 OTA worker evidence
6X2-OTA-018,6X2,OTA,CacheSizeCheck and callers,CacheSizeCheck and callers,Body return/error branches and all indirect dispatch not fully selected,PS7331,,No symlink/traversal test,UNKNOWN,work/luna_worker_ota_canonicalization_provenance_20260810.md,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,UNKNOWN,new Phase 6X2 OTA worker evidence
6X2-OTA-019,6X2,OTA,platform recovery verifier,platform recovery verifier,RecoverySystemWrapper delegates to platform RecoverySystem; exact native verifier absent,PS7331,,Do not infer AVB bypass,UNKNOWN,findings/phase-6kt-recovery-verifier-provenance.md,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,UNKNOWN,new Phase 6X2 OTA worker evidence
6X2-OTA-020,6X2,OTA,otacert and verifyPackage,otacert and verifyPackage,Certificate material plus verification API call boundary,PS7331,,Full cryptographic implementation unknown,UNKNOWN,artifacts/phase5/ps7331-ota-metadata-inspection-20260804-01/otacert.pem; artifacts/phase6j/phase6j-ota-apk-jadx-ps7331-20260805-01/sources/com/amazon/android/os/RecoverySystemWrapper.java:21-23,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,CONFIRMED,new Phase 6X2 OTA worker evidence
6X2-OTA-021,6X2,OTA,bootloader/recovery rollback index,bootloader/recovery rollback index,No exact rollback-index decision branch in saved corpus,PS7331,,Date/version gates are not equivalent to anti-rollback proof,UNKNOWN,findings/phase-6kt-recovery-verifier-provenance.md,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,UNKNOWN,new Phase 6X2 OTA worker evidence
6X2-OTA-022,6X2,OTA,shell UID / ordinary app,shell UID / ordinary app,No saved caller chain from shell or ordinary APK to UpdateSystem.install/recovery writer,PS7331,,Bounded negative not universal absence,UNKNOWN,findings/phase-6kt-recovery-verifier-provenance.md; findings/phase-6j-ota-apk-deep-review.md,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,NEGATIVE,new Phase 6X2 OTA worker evidence
6X2-OTA-023,6X2,OTA,installed device snapshot,installed device snapshot,Installed snapshot PS7330.4104N versus adjacent OTA PS7331.4463N,PS7330,,Keep historical mismatch separate from current PS7331 package facts,UNKNOWN,firmware/manifests/OTA-20260803-01/README.md,0c3204db56e1021c12fe12d23fa90fc275fcfec4f485570bdde76afcc2241ddc,VERSION_MISMATCH,new Phase 6X2 OTA worker evidence
AC-001,6X2,User 0 MAIN+HOME resolver,findings/phase-6cy-accessibility-reboot-unlock-result.md; output/tables/phase6cy-reboot-unlock-result.csv,,,,,,confirmed,work/luna_worker_phase6ac_accessibility_review_20260810.csv,9facf88fa4ba378ab9665cac2e6e6a69a3891a106dd9f9131f80fdc2f9014d4c,TRUE_HOME_FIRE,new Phase 6X2 ACCESS worker evidence
AC-002,6X2,Original Phase 4 Accessibility direct redirect,findings/phase-4b-assisted-workarounds.md; adb/phase4/PHASE4-ACCESSIBILITY-T01/measure/summary.tsv,,,,,,confirmed,work/luna_worker_phase6ac_accessibility_review_20260810.csv,9facf88fa4ba378ab9665cac2e6e6a69a3891a106dd9f9131f80fdc2f9014d4c,FAILED_FOREGROUND_REDIRECT,new Phase 6X2 ACCESS worker evidence
