surface_family,source_csv,source_sha256,package,grant,uid,signing_digest,requested_permission,bindService,ServiceConnection,IH2ClientService,artifact_path,line,class,classification,notes,row_id,path,production_caller,tx_code,permission_or_helper,userinfo_id_source,cross_user_admin_gate,sink,scope,evidence,id,subject,owner_or_source,protection_or_identity,grant_or_eligibility,status,evidence_type,sha256,class_or_symbol,detail,surface,caller_or_branch,location,permission_or_gate,effect,evidence_status,artifact_sha256,method_or_symbol,offset_or_lines,scope_note
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.wifilocker,,,,,,,,,1446-1450,,PARTIAL_PERMISSION_ONLY,,,artifacts/phase6ac/protected-broadcast-source-audit-20260805-02/manifest-aapt.xmltree.txt,,,,,,,,,,,,,,,uses-permission_xmltree,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,manifest permission declarations,DELETE_CREDENTIALS and RECEIVE_DELETE_CREDENTIALS_STATUS observed; candidate APK manifest tree absent,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.wifilocker,,,,,,,,,NA,,UNKNOWN,,,device/baseline/BASELINE-20260803-05,,,,,,,,,,,,,,,signature_uid,NA,NA,no per-package signing certificate or numeric UID artifact,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.wifilocker,,,,,,,,,NA,,UNKNOWN,,,artifacts/**/jadx|decompiled,,,,,,,,,,,,,,,jadx_bind_service,NA,NA,no candidate-specific IH2ClientService/bindService/ServiceConnection source located in bounded scope,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.ags.app,,,,,,,,,99,,CONFIRMED_PACKAGE_PROVENANCE,,,device/baseline/BASELINE-20260803-05/packages/package_focus.txt,,,,,,,,,,,,,,,package_path,edf238bc7aa0c1f4dafd2eb86d5fee5c5b87eab5bfd40678b04e27381417423,package_path,/system/priv-app/com.amazon.ags.app/com.amazon.ags.app.apk,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.ags.app,,,,,,,,,893;1086,,PARTIAL_PERMISSION_ONLY,,,artifacts/phase6ac/protected-broadcast-source-audit-20260805-02/manifest-aapt.xmltree.txt,,,,,,,,,,,,,,,uses-permission_xmltree,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,manifest permission declarations,ACCESS_TO_AMAZON_GAMES_SERVICE and RECEIVE_ADM_MESSAGE observed; candidate APK manifest tree absent,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.ags.app,,,,,,,,,NA,,UNKNOWN,,,device/baseline/BASELINE-20260803-05,,,,,,,,,,,,,,,signature_uid,NA,NA,no per-package signing certificate or numeric UID artifact,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.ags.app,,,,,,,,,NA,,UNKNOWN,,,artifacts/**/jadx|decompiled,,,,,,,,,,,,,,,jadx_bind_service,NA,NA,no candidate-specific IH2ClientService/bindService/ServiceConnection source located in bounded scope,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.avod,,,,,,,,,5-7,,CONFIRMED_APK_HASH,,,artifacts/phase6do/avod-static-audit-20260806-01/summary.json,,,,,,,,,,,,,,,apk_provenance,0217f4a88342a570f9663203c46ec781f636194e56e11370f698cc8048a6e597,com.amazon.avod,APK sha256 01c7831086a911c9773fa8596a07d0d9e379d639aea6e0568fb9d5ea0359b9a1; manifest and JADX roots recorded,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.avod,,,,,,,,,2-3;7-15,,CONFIRMED_PERMISSION,,,artifacts/phase6do/avod-static-audit-20260806-01/manifest_hits.csv,,,,,,,,,,,,,,,uses-permission_xmltree,a422d897a7aeb9f41476611e3bdc045d855f5c9d053e299616d0b76b66b42639,AndroidManifest.xml,com.amazon.avod.SDK_ACCESS and SDK-gated services/providers,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.avod,,,,,,,,,139,,CONFIRMED_BIND_SERVICE,,,artifacts/phase6do/avod-static-audit-20260806-01/java_hits.csv,,,,,,,,,,,,,,,jadx_bind_service,27e53ab90fa0751c5c69bfd2fb5591311f82bb7a4bcc1c27fca75c8b82ce103f,PlaybackSdkFeature,bindService(PlaybackSdkService.class) via ServiceConnection,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.avod,,,,,,,,,188,,PARTIAL_BINDER_UID_CHECK,,,artifacts/phase6do/avod-static-audit-20260806-01/java_hits.csv,,,,,,,,,,,,,,,signature_uid,27e53ab90fa0751c5c69bfd2fb5591311f82bb7a4bcc1c27fca75c8b82ce103f,DownloadSdkService,Process.myUid()!=Binder.getCallingUid(); no package signature certificate,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.avod,,,,,,,,,118,,PARTIAL_BASE_ONLY,,,device/baseline/BASELINE-20260803-05/packages/package_focus.txt,,,,,,,,,,,,,,,split_provenance,edf238bc7aa0c1f4dafd2eb86d5fee5c5b87eab5bfd40678b04e27381417423,package_path,/data/app/com.amazon.avod-llUXUUPczfHcVsyR4FQq7g==/base.apk; no split list,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.kindle,,,,,,,,,134,,CONFIRMED_PACKAGE_PROVENANCE,,,device/baseline/BASELINE-20260803-05/packages/package_focus.txt,,,,,,,,,,,,,,,package_path,edf238bc7aa0c1f4dafd2eb86d5fee5c5b87eab5bfd40678b04e27381417423,package_path,/system/priv-app/com.amazon.kindle/com.amazon.kindle.apk,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.kindle,,,,,,,,,996,,PARTIAL_PERMISSION_ONLY,,,artifacts/phase6ac/protected-broadcast-source-audit-20260805-02/manifest-aapt.xmltree.txt,,,,,,,,,,,,,,,uses-permission_xmltree,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,manifest permission declaration,com.amazon.kindle.permission.LIBRARY_ACCESS observed; candidate APK manifest tree absent,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.kindle,,,,,,,,,NA,,UNKNOWN,,,device/baseline/BASELINE-20260803-05,,,,,,,,,,,,,,,signature_uid,NA,NA,no per-package signing certificate or numeric UID artifact,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.kindle,,,,,,,,,NA,,UNKNOWN,,,artifacts/**/jadx|decompiled,,,,,,,,,,,,,,,jadx_bind_service,NA,NA,no candidate-specific IH2ClientService/bindService/ServiceConnection source located in bounded scope,,,,,,,,,,
6UE H2 missing candidates,work/luna_worker_phase6ue_h2_missing_candidates_20260810.csv,1df5c08e36c1c752c25a9388ace6d494828b8b946a01daa23b25a83c3c679423,com.amazon.kindle,,,,,,,,,NA,,UNKNOWN,,,artifacts/**,,,,,,,,,,,,,,,split_provenance,NA,NA,no candidate APK or split manifest provenance in bounded scope,,,,,,,,,,
6UF KFT tx3 gate,work/luna_worker_phase6uf_kft_gate_20260810.csv,9a14b249b8741918de259d186dbc22509c8862e39ab55aeab005c7fa5688b833,,,,,,,,,,,,CONFIRMED_INTERNAL_CHILD_CALLER,,,,,,,,,,,,UF-001,,,,,,,,,,IAmazonUserManager.Proxy tx3,AmazonUserManagerImpl.createChildUser,boot-fosframework/disassembly.log:369180-369243;370398-370443,createUser flags 0x8000 then private Binder tx3,Tahoe/Fire/Launcher3 path for returned UserInfo.id,STATIC,,,,
6UF KFT tx3 gate,work/luna_worker_phase6uf_kft_gate_20260810.csv,9a14b249b8741918de259d186dbc22509c8862e39ab55aeab005c7fa5688b833,,,,,,,,,,,,CONFIRMED_INTERNAL_BOOT_CALLER,,,,,,,,,,,,UF-002,,,,,,,,,,onBootPhase(500),AmazonUserManagerService internal lifecycle,fosservices/disassembly.log:55053-55105,phase==500 AND isUpgrade AND isChildUser,tx3 then tx4 for each child user,STATIC,,,,
6UF KFT tx3 gate,work/luna_worker_phase6uf_kft_gate_20260810.csv,9a14b249b8741918de259d186dbc22509c8862e39ab55aeab005c7fa5688b833,,,,,,,,,,,,NO_TX3_LOCAL_GATE_VISIBLE,,,,,,,,,,,,UF-003,,,,,,,,,,IAmazonUserManager.Stub onTransact tx3,generated Binder dispatch,boot-fosframework/disassembly.log:370674-370777,enforceInterface only; no visible UID/MANAGE_USERS check,dispatches supplied optional UserInfo to enableKftLauncher,STATIC,,,,
6UF KFT tx3 gate,work/luna_worker_phase6uf_kft_gate_20260810.csv,9a14b249b8741918de259d186dbc22509c8862e39ab55aeab005c7fa5688b833,,,,,,,,,,,,STATIC_AUTHZ_REVIEW_POINT,,,,,,,,,,,,UF-004,,,,,,,,,,BinderService.enableKftLauncher,Stub and internal boot caller,fosservices/disassembly.log:54415-54478,no checkManageUsersPermission call; later clearCallingIdentity around DPM path,invokes tryEnable then DPM empowerment,STATIC,,,,
6UF KFT tx3 gate,work/luna_worker_phase6uf_kft_gate_20260810.csv,9a14b249b8741918de259d186dbc22509c8862e39ab55aeab005c7fa5688b833,,,,,,,,,,,,CROSS_USER_SINK,,,,,,,,,,,,UF-005,,,,,,,,,,enableKftLauncherComponent,enableKftLauncher/failure path,fosservices/disassembly.log:54297-54325,none visible in method,sets Tahoe component enabled and Fire/Launcher3 app state disabled for UserInfo.id,STATIC,,,,
6UF KFT tx3 gate,work/luna_worker_phase6uf_kft_gate_20260810.csv,9a14b249b8741918de259d186dbc22509c8862e39ab55aeab005c7fa5688b833,,,,,,,,,,,,CONFIRMED_SEPARATE_GATE,,,,,,,,,,,,UF-006,,,,,,,,,,checkManageUsersPermission,getUserSortedListFromFile plus synthetic accessor,fosservices/disassembly.log:54809-54820;54847-54875;54904-54906,UID 0/1000 OR MANAGE_USERS via helper checkComponentPermission,throws SecurityException otherwise,STATIC,,,,
6UF KFT tx3 gate,work/luna_worker_phase6uf_kft_gate_20260810.csv,9a14b249b8741918de259d186dbc22509c8862e39ab55aeab005c7fa5688b833,,,,,,,,,,,,CONFIRMED_HELPER_CALLER,,,,,,,,,,,,UF-007,,,,,,,,,,AmazonUserManagerHelper.checkComponentPermission,checkManageUsersPermission,fosservices/disassembly.log:54111-54119,delegates to ActivityManager.checkComponentPermission,returns permission result; does not itself identify tx3,STATIC,,,,
6UF KFT tx3 gate,work/luna_worker_phase6uf_kft_gate_20260810.csv,9a14b249b8741918de259d186dbc22509c8862e39ab55aeab005c7fa5688b833,,,,,,,,,,,,SEPARATE_CALLER,,,,,,,,,,,,UF-008,,,,,,,,,,ActivityManager.checkComponentPermission,AmazonDevicePolicyManagerService.checkPermission,fosservices/disassembly.log:45957,separate DPM permission path,not a tx3 caller,STATIC,,,,
6UF KFT tx3 gate,work/luna_worker_phase6uf_kft_gate_20260810.csv,9a14b249b8741918de259d186dbc22509c8862e39ab55aeab005c7fa5688b833,,,,,,,,,,,,DECLARATION_NOT_FOUND,,,,,,,,,,,,UF-009,,,,,,,,,,service declaration,amazonusermanagerservice publication,fosservices/disassembly.log:54894-54899;55106-55119,no recovered tx3-specific declaration,private BinderService published under service name,UNKNOWN,,,,
6UF KFT tx3 gate,work/luna_worker_phase6uf_kft_gate_20260810.csv,9a14b249b8741918de259d186dbc22509c8862e39ab55aeab005c7fa5688b833,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,UF-010,,,,,,,,,,external Binder caller universe,all aliases/native/reflection callers outside bounded VDEX logs,corpus boundary,UNKNOWN,not assessed beyond saved shell SELinux find denial,UNKNOWN,,,,
6UF KFT tx3 gate,work/luna_worker_phase6uf_kft_gate_20260810.csv,9a14b249b8741918de259d186dbc22509c8862e39ab55aeab005c7fa5688b833,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,UF-011,,,,,,,,,,alternate child predicate callers,isChildUser implementation/aliases outside bounded call site,corpus boundary,UNKNOWN,do not infer child gate for unindexed caller,UNKNOWN,,,,
6UF KFT tx3 gate,work/luna_worker_phase6uf_kft_gate_20260810.csv,9a14b249b8741918de259d186dbc22509c8862e39ab55aeab005c7fa5688b833,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,UF-012,,,,,,,,,,downstream PMS authorization,external supplied UserInfo or forged payload,not exercised by scope,UNKNOWN,no tx3/setter replay permitted,UNKNOWN,,,,
6UG permission parser,work/luna_worker_phase6ug_permission_parser_20260810.csv,396f9990baadef8cebffaceca53cf8852cc88f556b942950757c2571bb4809d1,,,,,,,,,,,com.android.server.pm.permission.AmazonPermissionsGranter,AMAZON,,,decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,,,,,,,,compiled branch masks protectionLevel with 0x80000000 then 0x40000000; returns SELinux grant result for first case and package restricted-set membership for restricted case,6UG-001,,,,,,,,,,,,,,,,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,grantSignaturePermission,codeOff=0xd242a; disassembly lines 195954-196000,exact-build fosservices VDEX disassembly; AMAZON vendor control flow
6UG permission parser,work/luna_worker_phase6ug_permission_parser_20260810.csv,396f9990baadef8cebffaceca53cf8852cc88f556b942950757c2571bb4809d1,,,,,,,,,,,android.amazon.perm,AMAZON,,,artifacts/phase6ac/protected-broadcast-source-audit-20260805-02/manifest-aapt.xmltree.txt,,,,,,,,"manifest declares protection values 0x80000002 and 0x80000012; package is coreApp=true, platform build 28",6UG-002,,,,,,,,,,,,,,,,89e141fbf220b18a8fe4ca2a959119a3ea0915e158dd514677a5285951daefed,permission declarations,lines 13-388,android.amazon.perm APK manifest projection; AMAZON symbolic/vendor constants are not encoded as names in this dump
6UG permission parser,work/luna_worker_phase6ug_permission_parser_20260810.csv,396f9990baadef8cebffaceca53cf8852cc88f556b942950757c2571bb4809d1,,,,,,,,,,,android.amazon.perm,AMAZON,,,artifacts/phase6ac/android-amazon-perm-device-20260805-01/android.amazon.perm.apk,,,,,,,,artifact SHA recorded; static manifest evidence only,6UG-003,,,,,,,,,,,,,,,,5b72bdfcfb91b28d2c751e548f60d406de5c3cbb235e47e232014abdebcdc058,APK manifest permission table,manifest evidence via adjacent aapt XML-tree artifact,APK bytes present locally; no device/runtime action
6UG permission parser,work/luna_worker_phase6ug_permission_parser_20260810.csv,396f9990baadef8cebffaceca53cf8852cc88f556b942950757c2571bb4809d1,,,,,,,,,,,com.android.server.pm.permission.AmazonPermissionsGranter,AMAZON,,,decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,,,,,,,,compiled path checks SELinux amazon_policies/grant_amazon_permissions and substitutes Amazon INTERACT_ACROSS_USERS_FULL names,6UG-004,,,,,,,,,,,,,,,,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c,addAmazonPermissions,codeOff=0xd24ca; disassembly lines 195930-195952,vendor permission-grant extension; AMAZON
6UG permission parser,work/luna_worker_phase6ug_permission_parser_20260810.csv,396f9990baadef8cebffaceca53cf8852cc88f556b942950757c2571bb4809d1,,,,,,,,,,,com.android.server.pm.PackageManagerService,AOSP_STANDARD,,,aosp/android-9/android-9.0.0_r1/platform/frameworks/base/services/core/java/com/android/server/pm/PackageManagerService.java,,,,,,,,delegates package and UID checks to mPermissionManager,6UG-005,,,,,,,,,,,,,,,,c36adc88a410335e980214fdc11bf4919675546e8691d0784f2e59ae4f33886b,checkPermission; checkUidPermission,lines 5320-5333,AOSP Android 9 r1 source baseline
6UG permission parser,work/luna_worker_phase6ug_permission_parser_20260810.csv,396f9990baadef8cebffaceca53cf8852cc88f556b942950757c2571bb4809d1,,,,,,,,,,,com.android.server.pm.PackageManagerService,AOSP_STANDARD,,,aosp/android-9/android-9.0.0_r1/platform/frameworks/base/services/core/java/com/android/server/pm/PackageManagerService.java,,,,,,,,uses PROTECTION_FLAG_INSTANT and PROTECTION_MASK_BASE; prevents non-runtime to dangerous protection change,6UG-006,,,,,,,,,,,,,,,,c36adc88a410335e980214fdc11bf4919675546e8691d0784f2e59ae4f33886b,scan permission protection validation,lines 17310-17323 and 17376-17388,AOSP Android 9 r1 parser/scan semantics
6UG permission parser,work/luna_worker_phase6ug_permission_parser_20260810.csv,396f9990baadef8cebffaceca53cf8852cc88f556b942950757c2571bb4809d1,,,,,,,,,,,android.app.PermissionController,AOSP_STANDARD,,,aosp/android-9/android-9.0.0_r1/platform/frameworks/base/services/core/java/com/android/server/am/ActivityManagerService.java,,,,,,,,AOSP checkPermission delegates to AMS and runtime classification masks PROTECTION_MASK_BASE,6UG-007,,,,,,,,,,,,,,,,929d2cfdba9edcd3af8d03dcfdc7c57ebd53dd013c2625be7635ee1a261663bd,checkPermission; isRuntimePermission,lines 9046-9074,AOSP Android 9 r1 check semantics
6UG permission parser,work/luna_worker_phase6ug_permission_parser_20260810.csv,396f9990baadef8cebffaceca53cf8852cc88f556b942950757c2571bb4809d1,,,,,,,,,,,com.android.server.am.ActivityManagerService,AOSP_STANDARD,,,aosp/android-9/android-9.0.0_r1/platform/frameworks/base/services/core/java/com/android/server/am/ActivityManagerService.java,,,,,,,,null permission is denied; otherwise calls checkComponentPermission,6UG-008,,,,,,,,,,,,,,,,929d2cfdba9edcd3af8d03dcfdc7c57ebd53dd013c2625be7635ee1a261663bd,checkPermission,lines 9121-9126,AOSP Android 9 r1 check semantics
6UG permission parser,work/luna_worker_phase6ug_permission_parser_20260810.csv,396f9990baadef8cebffaceca53cf8852cc88f556b942950757c2571bb4809d1,,,,,,,,,,,android.content.pm.PackageManager,AOSP_STANDARD,,,aosp/android-9/android-9.0.0_r1/platform/frameworks/base/core/java/android/content/pm/PackageManager.java,,,,,,,,public API declarations only; implementation not present in this interface source,6UG-009,,,,,,,,,,,,,,,,d69f9bcfe29c379374f0fbd0a7769be33169f189fe9788fcdffcb52a538ed79d,checkPermission; getPermissionInfo,lines 3221-3226 and 3435,AOSP API surface
6UG permission parser,work/luna_worker_phase6ug_permission_parser_20260810.csv,396f9990baadef8cebffaceca53cf8852cc88f556b942950757c2571bb4809d1,,,,,,,,,,,android.content.pm.PermissionInfo,UNKNOWN,,,aosp/android-9/android-9.0.0_r1/platform/frameworks/base/core/java/android/content/pm/PermissionInfo.java,,,,,,,,PermissionInfo.java is absent from the bounded AOSP corpus; exact numeric definitions and parser canonicalization cannot be proven from present source,6UG-010,,,,,,,,,,,,,,,,NA,PROTECTION_FLAG_*; fixProtectionLevel; protectionToString,NOT_FOUND,required UNKNOWN ledger
6UG permission parser,work/luna_worker_phase6ug_permission_parser_20260810.csv,396f9990baadef8cebffaceca53cf8852cc88f556b942950757c2571bb4809d1,,,,,,,,,,,android.content.pm.PackageParser,UNKNOWN,,,aosp/android-9/android-9.0.0_r1/platform/frameworks/base/core/java/android/content/pm/PackageParser.java,,,,,,,,PackageParser.java is absent from the bounded AOSP corpus; compiled FireOS parser control flow was not located as a dedicated source-equivalent method,6UG-011,,,,,,,,,,,,,,,,NA,permission XML protectionLevel parse,NOT_FOUND,required UNKNOWN ledger
6UG permission parser,work/luna_worker_phase6ug_permission_parser_20260810.csv,396f9990baadef8cebffaceca53cf8852cc88f556b942950757c2571bb4809d1,,,,,,,,,,,com.android.server.pm.permission.PermissionManagerService,UNKNOWN,,,decompiled/baksmali/vdexExtractor/services/disassembly.log,,,,,,,,"service VDEX contains PermissionManagerService and related methods, but this bounded search did not establish the complete method-local parser/grant decision chain for every requested symbolic constant",6UG-012,,,,,,,,,,,,,,,,NA,grantSignaturePermission; checkPermission; checkUidPermission,compiled offsets not established,compiled control-flow not fully established => UNKNOWN
6UG permission parser,work/luna_worker_phase6ug_permission_parser_20260810.csv,396f9990baadef8cebffaceca53cf8852cc88f556b942950757c2571bb4809d1,,,,,,,,,,,android.content.pm.PermissionInfo,UNKNOWN,,,decompiled/baksmali/vdexExtractor/fosservices/disassembly.log,,,,,,,,FireOS disassembly exposes PermissionInfo fields and calls but not a complete symbolic constant declaration table,6UG-013,,,,,,,,,,,,,,,,NA,PROTECTION_FLAG_* symbolic names,NOT_FOUND,symbolic mapping beyond observed masks remains UNKNOWN
